Gene names,Systematic Name,Full Name,Uniprot ID,Zn Protein?,Zap1 Protein?,Unique sequence coverage [%],Log 2 LFQ intensity WT 0 hr 1,Log 2 LFQ intensity WT 0 hr 2,Log 2 LFQ intensity WT 0 hr 3,Log 2 LFQ intensity WT 0 hr 4,WT 0 CV (%),Log 2 LFQ intensity WT 4 hr 1,Log 2 LFQ intensity WT 4 hr 2,Log 2 LFQ intensity WT 4 hr 3,Log 2 LFQ intensity WT 4 hr 4,CV WT 4 (%),Log 2 LFQ intensity WT 8 hr 1,Log 2 LFQ intensity WT 8 hr 2,Log 2 LFQ intensity WT 8 hr 3,Log 2 LFQ intensity WT 8 hr 4,CV WT 8 (%),Log 2 LFQ intensity WT 12 hr 1,Log 2 LFQ intensity WT 12 hr 2,Log 2 LFQ intensity WT 12 hr 3,Log 2 LFQ intensity WT 12 hr 4,CV WT 12 (%),Log 2 LFQ intensity WT 16 hr 1,Log 2 LFQ intensity WT 16 hr 3,Log 2 LFQ intensity WT 16 hr 4,CV WT 16 (%),Fold Change 4 hrs,p-value 4 hrs,Fold Change 8 hrs,p-value 8 hrs,Fold Change 12 hrs,p-value 12 hrs,Fold Change 16 hrs,p-value 16 hrs,Copy number WT 0 hr 1,Copy number WT 0 hr 2,Copy number WT 0 hr 3,Concentration [nM] WT 0 hr 4,Copy number WT 4 hr 1,Copy number WT 4 hr 2,Copy number WT 4 hr 3,Copy number WT 4 hr 4,Copy number WT 8 hr 1,Copy number WT 8 hr 2,Copy number WT 8 hr 3,Copy number WT 8 hr 4,Copy number WT 12 hr 1,Copy number WT 12 hr 2,Copy number WT 12 hr 3,Copy number WT 12 hr 4,Copy number WT 16 hr 1,Copy number WT 16 hr 3,Copy number WT 16 hr 4,Average Copy Number 0 hr,Average Copy Number 4 hr,Average Copy Number 8 hr,Average Copy Number 12 hr,Average Copy Number 16 hr,,
HBT1,YDL223C,Protein HBT1,Q07653,No,No,66,23.03749802,24.70614481,24.19091639,25.87998253,78.73384536,30.97404876,30.78128642,30.71530349,31.00617836,9.843296647,29.91940102,30.42912106,30.02366498,30.30127496,16.40372184,29.29443292,29.36084976,29.08957227,29.26669091,7.816543823,28.91364948,28.30064239,28.22214042,27.79127101,6.41556882,3.7269E-05,5.714730068,7.7485E-05,4.799251028,0.000189932,4.025175327,0.002547055,34,108,75,16,8300,7262,6938,8487,3996,5689,4295,5207,2591,2713,2248,2542,1990,1301,1232,58,7747,4797,2524,1508,,
HBS1,YKR084C,Elongation factor 1 alpha-like protein,P32769,No,No,45.5,28.03511866,28.03731997,28.22577575,27.59818316,17.31878017,27.93646317,28.14593626,28.26919047,28.01595179,10.21654318,28.32967092,27.7006791,27.9267704,27.65594599,22.63155677,27.73104448,27.8957939,27.98527728,28.00934564,8.499555605,27.99792689,28.26423175,27.95770466,11.87945665,0.117786039,0.467368609,-0.070832781,0.739674755,-0.068734057,0.657037551,0.099188385,0.598957386,1789,1792,2042,90,1671,1932,2104,1766,2195,1419,1660,1376,1449,1625,1728,1758,1744,2097,1696,1428,1868,1662,1640,1846,,
HBN1,YCL026C-B,Putative nitroreductase HBN1,Q96VH4,No,No,60.6,27.07367563,26.26180426,26.94357847,26.23602485,30.13419792,28.99439725,28.86407862,29.20230773,29.1504708,10.50160312,30.5728075,30.47518045,30.57325909,30.47624328,3.893345439,30.11048235,30.61640484,30.60928821,30.71530349,17.25494909,30.29351234,30.5571861,30.27686292,11.2159372,2.424042797,4.73068E-05,3.895601776,2.24208E-06,3.884098921,5.61673E-06,3.747082985,3.63576E-05,3008,1714,2749,114,11389,10405,13154,12690,34012,31787,34023,31810,24687,35056,34883,37543,28026,33646,27704,1896,11910,32908,33042,29792,,
HAT2,YEL056W,Histone acetyltransferase type B subunit 2,P39984,No,No,34.9,25.52267946,,26.05198272,,25.65555544,25.19125535,,25.92741485,26.33468288,37.26673926,,,,26.48082187,,26.54263764,26.81897199,26.00281639,26.74842423,23.13719779,26.13692198,26.42391851,26.64759918,17.48288804,0.030453267,0.952901455,0.693490782,,0.740881471,0.082173366,0.61548213,0.110686791,478,,690,,380,,633,840,,,,929,970,1175,667,1119,732,893,1043,584,618,929,983,890,,
HAT1,YPL001W,Histone acetyltransferase type B catalytic subunit,Q12341,No,No,33.2,,,26.68952521,26.73427879,2.193327079,,,,,,,,,,,26.42841436,,27.00699424,26.52534063,22.4870453,25.56156624,26.55983182,26.80193329,39.47684242,,,,,-0.058318926,0.817430256,-0.40412488,0.470255498,,,1103,77,,,,,,,,,920,,1374,984,505,1008,1192,590,,,1093,902,,
HAS1,YMR290C,ATP-dependent RNA helicase HAS1,Q03532,No,No,46.7,28.97484198,29.41928804,29.31014522,29.17557555,12.98880899,28.23635338,28.49693726,28.71260036,28.94745747,20.82773511,27.32560246,27.07724602,27.48608068,27.14647048,12.93220979,27.70153861,27.87730501,27.69743478,27.80316583,6.061536812,27.95648659,28.39884805,28.21294227,15.1652603,-0.621625579,0.013381978,-1.961112784,6.0596E-06,-1.450101637,9.00523E-06,-1.030537061,0.001195256,4159,5659,5247,324,2493,2986,3468,4081,1326,1116,1482,1171,1721,1944,1716,1846,2053,2790,2453,3847,3257,1274,1807,2432,,
HAP5,YOR358W,Transcriptional activator HAP5,Q02516,No,No,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAM1,YJR069C,Inosine triphosphate pyrophosphatase,P47119,No,No,76.6,27.67734372,28.57538869,27.10978523,28.10419609,41.64644549,27.54170755,28.72601693,28.24504119,28.38948292,31.40802273,27.72058047,27.0342267,27.70773837,27.89371267,23.33088767,28.16719991,27.98809791,28.09320436,28.43936321,13.86038248,28.015686,28.96057966,28.80845382,31.43757942,0.358883714,0.403335723,-0.27761388,0.475820877,0.305287914,0.385811668,0.728228057,0.161137157,4344,8095,2931,395,3954,8985,6438,7116,4476,2781,4436,5046,6100,5388,5795,7366,5492,10572,9514,3941,6623,4185,6162,8526,,
HAL5,YJL165C,Serine/threonine-protein kinase HAL5,P38970,No,No,23.5,26.2740522,26.31701686,26.26961853,,1.823730582,26.31440871,25.92420106,25.98956029,26.07632877,12.25172683,26.90907747,26.69471453,,26.9699389,9.773447215,26.77215769,26.54254909,,26.6646517,7.936608444,26.25308183,,25.67295465,28.05668155,-0.210771158,0.093044082,0.571014434,0.002537055,0.372890293,0.005393365,-0.323877624,0.232518379,380,392,379,,391,298,312,331,590,509,,616,537,458,,498,375,,251,384,333,572,498,313,,
GYP7,YDL234C,GTPase-activating protein GYP7,P48365,No,No,18.1,,,,,,27.37202251,27.96245637,27.86997199,,20.6029666,26.77253527,,,,,27.18546332,27.46614382,,27.51209096,11.82791214,26.63062041,26.71620341,26.72012378,3.470070835,,,,,,,,,,,,,890,1339,1256,,587,,,,782,949,,980,532,565,566,,1162,587,904,554,,
GYP6,YJL044C,GTPase-activating protein GYP6,P32806,No,No,13.1,,,,,,,,,,,,,,,,,,,,,,25.38050255,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,,,,,,363,,
GYP5,YPL249C,GTPase-activating protein GYP5,Q12344,No,No,30.4,28.16096422,28.47811581,28.15296235,,13.29264206,27.88005261,27.95165957,28.07729697,27.96878604,5.702616055,28.33671003,28.62912696,28.65904662,28.70777128,11.00164004,28.89408867,28.90661402,29.32879396,28.3182071,27.58163323,27.97333722,29.14043694,28.2665122,44.53638286,-0.294565333,0.033982383,0.319149593,0.062439289,0.597911809,0.070838079,0.196081323,0.621027667,1318,1642,1311,,1085,1140,1244,1154,1489,1823,1862,1926,2191,2210,2961,1470,1157,2599,1418,1424,1156,1775,2208,1725,,
GYP1,YOR070C,GTPase-activating protein GYP1,Q08484,No,No,16.8,23.11668979,22.91137443,23.59388802,22.57879096,30.25173309,24.51002429,23.15775338,24.02386059,23.91287326,36.04789515,23.33469992,23.42841436,24.06899012,23.99014483,25.72487688,,22.75389083,23.41854031,22.68978645,29.73764531,24.00436039,23.41609343,,28.43971815,0.850942078,0.051653878,0.655376506,0.060566904,-0.09611327,0.774684348,0.660041106,0.145686863,55,48,77,3,146,57,104,96,65,69,107,102,,43,68,41,103,68,,46,101,86,51,85,,
GYL1,YMR192W,Probable GTPase-activating protein GYL1,Q04322,No,No,14.4,,,25.58006277,,,,25.53388885,,,,,,,,,,,,,,,,,,-0.046173923,,,,,,,,,,273,,,264,,,,,,,,,,,,,,273,264,,,,,
GVP36,YIL041W,Protein GVP36,P40531,No,No,92.6,31.78943296,31.72142821,31.79892454,31.72330126,2.887239672,32.0574663,32.05727262,31.99435678,31.89059244,5.359614922,32.24615181,32.35031722,32.43641238,32.38298577,5.488476152,32.36895654,32.46511732,32.28217631,32.45203993,5.801771346,32.42986931,32.44517281,32.43854552,0.531771869,0.241650292,0.001621394,0.595695051,1.17332E-05,0.633800782,1.0581E-05,0.679590802,1.23981E-06,45254,43171,45553,2927,54494,54486,52161,48541,62108,66758,70863,68287,67626,72287,63678,71635,70543,71295,70968,34226,52421,67004,68807,70935,,
GUT2,YIL155C,"Glycerol-3-phosphate dehydrogenase, mitochondrial",P32191,No,No,57,26.72689396,26.71973223,27.38541534,,28.1584297,28.46839857,28.70839636,28.72302453,28.95803668,13.83572014,29.51099766,29.10069185,29.2345273,29.1937339,12.73656883,29.48613824,29.54034086,29.59306166,29.82667424,10.78743718,29.3523499,29.66237832,29.40165798,11.86846681,1.770450193,0.000472408,2.315973834,0.000112035,2.667539906,4.76325E-05,2.528114893,0.000465024,686,683,1083,,2294,2709,2737,3221,4725,3556,3901,3792,4645,4822,5002,5881,4233,5248,4380,817,2740,3994,5087,4621,,
GUS1,YGL245W,"Glutamate--tRNA ligase, cytoplasmic",P46655,No,No,79,33.97758413,33.76998465,33.96799978,33.7380175,8.780585263,33.63676895,33.78468315,33.78263435,33.71241587,4.806870105,33.72567978,33.62003745,33.72089843,33.60299906,4.495943299,33.48771534,33.55281918,33.54777278,33.51535652,2.099840294,33.401719,33.47048497,33.46038892,2.556001948,-0.134270931,0.113727334,-0.195992831,0.033413579,-0.337480557,0.002081169,-0.419198879,0.002884025,93548,81010,92928,5366,73865,81840,81724,77841,78560,73013,78300,72156,66614,69689,69446,67903,62760,65824,65365,68213,78817,75507,68413,64649,,
GUP1,YGL084C,Glycerol uptake protein 1,P53154,No,No,13.8,,,,,,26.63242439,,,,,,,,,,26.31157067,26.49891627,,26.57500632,9.218645523,26.6719565,26.19371981,26.03462553,23.92890632,,,,,,,,,,,,,712,,,,,,,,570,649,,684,732,525,470,,712,,634,576,,
GUK1,YDR454C,Guanylate kinase,P15454,No,No,78.1,31.56060638,31.36301394,31.62270139,31.38143941,8.99066099,31.11768281,31.53926876,31.20180549,31.34715191,13.05245442,31.41724696,31.26461208,31.49381099,31.24688798,8.342878345,31.53087706,31.37622114,31.4201117,31.51319286,5.1159039,31.33458059,31.30198354,31.35468448,1.839527983,-0.180463039,0.160640131,-0.126300775,0.201895643,-0.021839589,0.77945266,-0.151524076,0.108424369,68619,59836,71636,4104,50479,67611,53510,59181,62128,55891,65514,55208,67219,60386,62251,66400,58668,57357,59491,51049,57695,59685,64064,58505,,
GUA1,YMR217W,GMP synthase [glutamine-hydrolyzing],P38625,No,No,69.3,32.60346341,32.87267121,32.72063347,32.60913407,8.950958662,32.07399477,32.33004507,32.20981473,32.22627546,7.227761601,31.74426733,31.71509889,31.63819409,31.67564555,3.20118832,31.72159118,31.77297567,31.96385541,31.81317966,7.387860928,31.77207114,31.92768893,31.77014222,6.375623218,-0.491443029,0.000979565,-1.008174074,5.53644E-06,-0.883575059,3.74293E-05,-0.878174773,0.000159117,49888,60122,54109,3392,34563,41275,37975,38411,27501,26951,25552,26224,27072,28054,32023,28847,28036,31230,27999,41878,38056,26557,28999,29088,,
GTT3,YEL017W,Glutathione transferase 3,P39996,No,No,18.4,,,,,,,24.83585997,,24.29991788,25.9701036,,,24.85661853,,,,,,,,,,,,,,,,,,,,,,,,,350,,242,,,355,,,,,,,,,,296,355,,,,
GTT1,YIR038C,Glutathione S-transferase 1,P40582,No,No,53.8,27.98451694,28.42678403,28.4194086,28.48657942,14.82446243,29.72833827,30.08410694,29.9383154,29.92733572,9.986896698,30.23420749,29.90970698,29.88143904,29.93649125,11.96575838,29.87742204,29.96746736,30.00784974,30.25552403,11.6152949,29.69292034,29.83006415,29.60022313,8.069059651,1.590201831,2.4635E-05,1.661138941,2.35314E-05,1.697743539,2.0197E-05,1.378413622,0.000240866,4431,6021,5990,425,14842,18992,17167,17037,21075,16830,16503,17145,16457,17517,18015,21389,14482,15926,13581,4217,17009,17888,18344,14663,,
GTR1,YML121W,GTP-binding protein GTR1,Q00582,No,No,9,24.73634495,,24.02732424,,34.06820631,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,,213,,,,,,,,,,,,,,,,,281,,,,,,
GTB1,YDR221W,Glucosidase 2 subunit beta,Q04924,No,No,15.2,,,,,,,26.03233602,25.8727688,25.7693857,9.259440433,25.43237062,,,25.43803088,0.27742513,,25.5346014,,25.55870844,1.181528841,,,,,,,,,,,,,,,,,,384,344,320,253,,,254,,272,,277,,,,,349,254,274,,,
GSY2,YLR258W,Glycogen [starch] synthase isoform 2,P27472,No,No,47.1,28.9712005,29.07040351,28.7389879,28.74059708,11.65816103,30.57677665,30.88321756,30.72500931,30.75429872,8.674238729,31.0640683,30.69585965,30.90540941,30.81398236,10.85567551,30.99651338,30.82805235,30.81084548,30.97507439,6.696756059,30.74029147,31.08708255,30.78339568,13.52809755,1.854528312,2.07115E-06,1.989532682,2.28333E-06,2.022324154,7.72815E-07,1.989959318,2.56199E-05,2938,3147,2501,170,8942,11058,9909,10112,12534,9711,11229,10539,11961,10643,10517,11785,10015,12736,10318,2189,10005,11003,11226,11023,,
GSY1,YFR015C,Glycogen [starch] synthase isoform 1,P23337,No,No,35.9,26.03789595,26.08259526,26.07279697,25.92671386,4.855396668,27.88016942,28.0570337,28.0056565,28.15301069,7.819771616,28.31289521,28.26382895,28.56692393,28.4483323,9.595837893,27.69869365,27.93438358,28.02812561,27.74567032,10.82584565,27.05310209,27.72227546,27.18120353,25.8488984,1.993967067,9.66051E-08,2.367994586,8.01144E-08,1.821717782,7.02237E-07,1.288859846,0.000758294,383,395,392,24,1372,1551,1497,1658,1852,1790,2208,2034,1210,1424,1520,1250,773,1230,845,298,1519,1971,1351,949,,
GSP2,YOR185C,GTP-binding nuclear protein GSP2/CNR2,P32836,No,No,6.4,25.89626754,,,,,,27.18120353,,,,,,27.97760118,26.91205092,49.97433455,27.69424958,,26.91684128,27.80452042,30.01556202,,27.5448792,27.55252147,0.374568865,1.284935987,,1.548558515,,1.575602889,,1.652432799,,1117,,,,,2723,,,,,4729,2259,3885,,2267,4194,,3503,3522,1117,2723,3494,3449,3513,,
GSP1,YLR293C,GTP-binding nuclear protein GSP1/CNR1,P32835,No,No,11,33.20840542,32.90687919,33.18845539,32.87734158,12.24987622,32.4690054,32.65454682,32.69411671,32.56199497,6.898346184,32.26298941,32.3914612,32.36494536,32.43599034,5.014765387,32.29890141,32.35513098,32.58960149,32.2593738,10.65914258,32.44633193,32.45902114,32.53020268,3.158873906,-0.450354419,0.004489903,-0.681423817,0.000392779,-0.669518474,0.001154691,-0.566751811,0.00323046,178854,145121,176398,9629,107131,121834,125222,114264,92875,101525,99676,104708,95216,99000,116472,92643,105461,106393,111774,127500,117113,99696,100833,107876,,
GSH2,YOL049W,Glutathione synthetase,Q08220,No,No,42.8,28.1882962,28.47471642,28.20699473,28.26530535,9.444340397,28.54104284,29.00734184,28.9875017,28.8086993,14.30676422,29.09878598,28.72321987,29.05330928,28.97382986,11.10714193,28.73250082,28.79423692,28.75668636,28.89099099,4.905461755,28.52290391,28.66139321,28.47514178,6.795898343,0.552318243,0.004729412,0.678458071,0.000701473,0.509775596,0.000474877,0.269318124,0.031192656,2450,2988,2482,175,3129,4322,4263,3766,4605,3550,4462,4223,3573,3729,3633,3988,3090,3401,2989,2024,3870,4210,3731,3160,,
GSH1,YJL101C,Glutamate--cysteine ligase,P32477,No,No,38.2,27.28841665,27.12730986,27.16605073,26.51074872,21.5351577,27.51668134,26.66912014,27.43157386,27.13682422,24.47839693,27.66363421,27.99156189,27.97470525,28.01664262,10.87085798,27.56099805,27.70760674,27.86649782,27.92773131,11.248068,27.66356636,27.53519491,27.78737144,8.725021216,0.165418401,0.546242866,0.888504505,0.003679891,0.74257699,0.00843728,0.638912748,0.031066522,937,838,860,37,1097,610,1034,843,1215,1525,1507,1551,1131,1252,1398,1459,1215,1111,1324,668,896,1450,1310,1216,,
GSF2,YML048W,Glucose-signaling factor 2,Q04697,No,No,54.6,29.22177177,29.78248985,29.61180501,29.27008212,18.88139302,29.70276089,29.87806551,29.87283631,29.91256494,6.33717823,30.03826236,29.99185919,29.99563765,30.11458357,4.002444699,30.02168099,30.00878486,29.95726184,29.95823033,2.330892388,29.83337071,29.95171514,29.95032513,4.6427962,0.370019721,0.041512792,0.563548504,0.006511703,0.514952315,0.009181817,0.440266472,0.04298264,6103,9001,7997,427,8517,9618,9583,9851,10747,10407,10434,11331,10624,10530,10160,10167,9324,10121,10112,5882,9392,10730,10371,9853,,
GSC2,YGR032W,"1,3-beta-glucan synthase component GSC2",P40989,No,No,15,25.63972821,,,,,,,,,,27.09526856,26.61610682,26.99031798,26.690458,15.97782901,27.54222434,28.04338238,27.15566674,28.16226155,30.47303,28.3815013,28.71914469,27.99042619,24.85047926,,,1.20830963,,2.086155544,,2.723962517,,108,,,,,,,,295,212,275,223,403,570,308,619,721,911,549,108,,251,475,727,,
GRX8,YLR364W,Glutaredoxin-8,Q05926,No,No,59.6,25.92617092,,,,,,,,,,,,,,,,,25.79362315,,,25.45503643,26.09534905,26.11987058,23.92800421,,,,,-0.132547768,,-0.036085566,,2277,,,,,,,,,,,,,,2077,,1643,2560,2604,2277,,,2077,2269,,
GRX7,YBR014C,Monothiol glutaredoxin-7,P38068,No,No,46.3,27.407302,28.1870693,27.92609173,27.77636847,21.92841748,28.3800979,28.41880568,28.42133627,28.81164182,15.02932846,28.36936225,28.23329338,28.31436549,28.31846572,3.869185921,27.70530122,28.36565464,28.67246241,27.9775466,29.34181554,27.96024822,28.30968999,28.04635202,12.93383961,0.683762543,0.011897622,0.484663835,0.026180177,0.356033342,0.232208697,0.281222199,0.241602555,3527,6055,5053,308,6922,7110,7123,9335,6871,6252,6614,6632,4336,6853,8477,5237,5174,6592,5492,3736,7622,6592,6226,5753,,
GRX5,YPL059W,"Monothiol glutaredoxin-5, mitochondrial",Q02784,No,No,47.3,27.22747522,27.75671817,26.96388986,27.14491585,25.38433799,26.82989787,,27.02115146,,9.360190747,,27.43404239,,,,27.55384007,27.12119549,,26.99776542,21.04858381,26.80291941,26.7390523,,3.12980172,-0.347725111,0.255238602,0.160792613,,-0.048982784,0.849993306,-0.502263922,0.121485179,4150,5989,3457,265,3150,,3597,,,4788,,,5203,3855,,3539,3092,2958,,3465,3373,4788,4199,3025,,
GRX3;GRX4,GRX3;GRX4,Monothiol glutaredoxin-3;Monothiol glutaredoxin-4,Q03835,No,No,12,28.1829563,26.70701424,27.64574539,26.89562058,48.00662738,26.91524626,27.62575231,27.22591362,27.22839303,20.59453164,27.45418933,27.17283675,27.33551793,27.12109665,10.66685328,27.45332603,27.37052672,27.40835527,27.91928735,19.21356515,27.56630703,28.14792642,27.36836338,29.38862997,-0.109007821,0.77902123,-0.08692396,0.812189323,0.180039715,0.639323285,0.336364818,0.487654357,4821,1733,3322,134,2002,3276,2483,2488,2909,2394,2679,2309,2907,2745,2818,4016,3144,4705,2741,2502,2562,2573,3122,3530,,
GRX2,YDR513W,"Glutaredoxin-2, mitochondrial",P17695,No,No,54.5,30.08626012,30.16997331,30.4201117,30.03301905,12.35548678,30.72004222,30.96264942,30.91733937,30.84131168,7.235303464,30.60204779,30.67850271,30.84033645,30.71292828,6.972479174,30.89713643,30.54949513,30.59414794,30.71440301,11.03892253,30.65863813,30.72354539,30.39805295,11.56987673,0.682994627,0.000504481,0.531112764,0.001725398,0.511454585,0.004462005,0.416071111,0.024757675,32132,34051,40498,2097,49857,58987,57163,54229,45941,48442,54192,49611,56368,44298,45690,49662,47779,49978,39884,27195,55059,49547,49005,45880,,
GRX1,YCL035C,Glutaredoxin-1,P25373,No,No,93.6,29.06522456,28.6670569,29.62154907,29.13623752,27.64808635,29.97404876,29.94405344,29.94656539,29.87535806,2.883985495,29.72515562,29.81070761,29.30086055,29.91641422,17.35973016,29.99307478,29.99792689,29.7401306,29.74935169,10.01366809,30.66356636,30.57830727,30.37565168,10.04281113,0.812489398,0.00617209,0.565767486,0.0548101,0.747603976,0.011622641,1.416658086,0.002076482,20285,15393,29830,1443,38086,37302,37367,35568,32051,34009,23884,36595,38592,38722,32385,32593,61423,57898,50311,16738,37081,31635,35573,56544,,
GRS2,YPR081C,Glycine--tRNA ligase 2,Q06817,No,No,13.6,24.71858304,,,,,,,,,,,,,,,24.88054312,,,,,,25.74157458,25.12253892,29.88364309,,,,,0.161960081,,0.71347371,,174,,,,,,,,,,,,194,,,,,353,230,174,,,194,292,,
GRS1,YBR121C,"Glycine--tRNA ligase 1, mitochondrial",P38088-2,No,No,82.6,33.47157549,33.49022844,33.58899868,33.34572525,6.876431584,33.04402437,33.21104857,33.12903117,33.08929445,4.953625579,32.96708939,32.91660997,32.94162456,32.88104879,2.537836227,32.93538511,32.88961371,32.99881804,33.04050134,4.627587865,32.80994524,32.88899714,32.88039205,2.98084278,-0.355782325,0.00114285,-0.547538787,4.92438E-05,-0.508052412,0.000149692,-0.614353821,0.00018866,70686,71606,76680,4387,52557,59007,55746,54232,49827,48114,48956,46943,48744,47222,50935,52428,44685,47202,46921,55840,55386,48460,49833,46269,,
GRH1,YDR517W,GRASP65 homolog protein 1,Q04410,No,No,42.7,26.67828442,27.68852512,26.59106505,27.66824109,40.05487501,27.27533169,28.28038523,27.92013965,27.72442392,28.27767606,27.98032788,27.88605572,27.72299197,27.92880451,7.515156448,27.77655673,27.93764214,27.75576361,28.32808773,19.56808593,27.88942514,27.947764,27.94603545,2.285413045,0.643541206,0.130374235,0.723016101,0.056620394,0.792983631,0.052909333,0.771212613,0.083483821,1168,2352,1099,157,1766,3545,2762,2411,2879,2697,2409,2778,2500,2795,2464,3664,2703,2815,2812,1194,2621,2691,2856,2777,,
GRE3,YHR104W,NADPH-dependent aldose reductase GRE3,P38715,No,No,73.4,29.96512923,30.02141625,30.15990628,29.85232336,8.914128091,31.11421121,31.66148666,31.50559437,31.53607547,15.37293196,31.7235047,31.48869717,31.60897991,31.55357462,6.974135706,31.39499077,31.63763284,31.6014723,31.68883356,8.623685731,31.44223385,31.80254969,31.57009499,12.85407008,1.454648148,3.69238E-05,1.593995321,1.11789E-06,1.581038585,2.29846E-06,1.605265732,3.57291E-05,12625,13127,14449,791,27998,40914,36723,37508,42711,36296,39452,37965,34013,40243,39247,41697,35146,45117,38403,10248,35786,39106,38800,39555,,
GRE2,YOL151W,NADPH-dependent methylglyoxal reductase GRE2,Q12068,No,Yes,52.9,29.69756734,30.16530807,29.4360102,30.01850091,22.05057176,29.53289367,29.94921215,30.10524571,30.01225288,16.26539386,30.01531381,30.21106308,29.79023344,29.82882412,13.71236857,30.27230885,30.30562994,30.12472428,30.3107303,5.894412563,30.15834199,30.01398377,29.78916086,12.69305888,0.070554471,0.744472888,0.132011982,0.513005549,0.424001711,0.046183267,0.157815574,0.492619798,10199,14104,8508,863,9099,12142,13529,12685,12712,14559,10875,11170,15190,15545,13713,15600,14036,12700,10867,8418,11864,12329,15012,12534,,
GPX2,YBR244W,Glutathione peroxidase 2,P38143,No,No,30.2,28.95521205,28.62456758,28.36026373,28.39709416,19.84415885,27.61294755,27.27106231,27.28206582,27.3933754,11.39478382,25.6676322,25.52235021,25.88229358,25.10589508,21.58261901,26.06564573,25.66310484,25.4178968,25.15695919,27.43442377,26.27364324,,,,-1.194421609,0.000279162,-3.039741609,7.48908E-06,-3.008382739,1.4554E-05,-2.310641141,,12642,10053,8370,582,4986,3934,3964,4282,1295,1171,1502,877,1706,1291,1089,909,1971,,,7912,4292,1211,1249,1971,,
GPT2,YKR067W,Glycerol-3-phosphate O-acyltransferase 2,P36148,No,No,34.1,26.66952568,27.02981125,26.89769906,26.59875109,13.93151309,27.96207019,28.0658922,27.78556422,27.85905026,8.516178766,28.16442116,28.13491657,28.19662096,28.4445855,10.26416658,28.07627779,27.98587441,28.06100615,28.02432571,2.787392921,27.07520688,28.51205328,27.8915705,46.92460142,1.119197448,7.5129E-05,1.436189279,2.33084E-05,1.237924248,1.8986E-05,1.027330117,0.038247617,571,732,668,37,1398,1502,1237,1301,1608,1575,1644,1953,1513,1421,1497,1459,756,2046,1331,502,1359,1695,1472,1378,,
GPM2,YDL021W,Phosphoglycerate mutase 2,Q12008,No,No,67.5,26.33226019,,,,,27.98885637,28.40304057,28.44501984,28.26118554,13.62808191,28.81442556,28.45978824,28.92826801,28.46283305,16.75196873,27.85762731,28.28639095,28.36515401,28.7831927,26.14660745,28.08886497,28.48692461,28.44193715,14.43268162,1.942265392,,2.334068528,,1.990831054,,2.006982057,,1047,,,,3301,4399,4529,3987,5851,4576,6331,4585,3014,4058,4285,5726,3538,4663,4520,1047,4054,5336,4271,4240,,
GPM1,YKL152C,Phosphoglycerate mutase 1,P00950,No,No,91.5,36.50654637,36.22807258,36.41739788,36.1284204,11.91945977,36.8991551,36.08697977,36.45799139,36.35440534,24.33777472,36.64272466,37.14062206,36.84103981,36.81514261,14.77478627,36.69007809,36.71331247,36.60291613,36.24947575,13.9242655,36.43421393,35.98968717,36.40214801,16.274163,0.129523595,0.520376608,0.539772979,0.007063562,0.243836304,0.127351755,-0.044759602,0.787530259,1580991,1303468,1486254,82383,2075470,1182027,1528667,1422756,1737493,2453608,1993526,1958060,1795469,1824619,1690206,1322950,1503679,1104941,1470626,1113274,1552230,2035672,1658311,1359749,,
GPI17,YDR434W,GPI transamidase component GPI17,Q04080,No,No,19.3,,27.54465815,26.44006061,25.79325105,62.50278349,27.81842351,,27.91684128,,4.821871213,26.85685596,26.77944024,,,3.793459266,27.22646497,27.0143563,26.45120482,27.27310963,23.46935629,26.56833818,26.56488352,26.54579253,0.839815148,1.274975797,0.149384441,0.225491494,0.755400922,0.398627328,0.446336835,-0.032985193,0.951663299,,1439,669,29,1740,,1863,,894,847,,,1154,997,675,1192,732,730,720,713,1802,870,1005,727,,
GPI16,YHR188C,GPI transamidase component GPI16,P38875,No,No,23.8,27.66431262,27.14685887,27.68805818,27.35110746,17.55649376,27.20853043,27.9272792,27.74765623,27.97377513,21.92895043,28.20997156,27.65649164,27.80390486,28.05677537,17.15734201,27.84355968,27.61652753,28.10739254,27.75027855,14.78984722,27.30843194,27.55713131,27.5803216,10.12358853,0.251725963,0.293251472,0.469201575,0.040298354,0.366855294,0.069790624,0.019377336,0.913921501,1383,966,1406,75,1008,1659,1465,1714,2019,1375,1523,1815,1566,1338,1880,1468,1081,1284,1305,958,1462,1683,1563,1223,,
GPH1,YPR160W,Glycogen phosphorylase,P06738,No,No,67.1,26.87525552,,25.53317595,,61.41300476,30.22193307,30.79799751,30.77195312,30.96904689,20.48117363,30.98230152,30.78511206,31.24098808,31.04596162,13.00787942,30.80023682,31.0370188,31.08878917,31.04348668,8.649422672,30.37937503,30.58960149,30.39407084,8.313197528,4.486016908,0.000715176,4.809375082,0.000378607,4.788167129,0.000345152,4.250133382,0.003575615,533,,210,,5422,8082,7938,9100,9184,8011,10988,9598,8095,9539,9887,9582,6047,6995,6109,372,7635,9445,9276,6384,,
