Systematic Name,NCBI code,Gene Name,Uniprot ID,Annotation,Predicted Number of Zinc Ions Per Monomer,Subcellular Location,Zinc ligands,Structural Zn-site classification,Zinc Function,Zn-binding domain,EC number,Enzyme Class
YDR052C,NP_010337 ,DBF4,P32325,NP_010337.3 protein serine/threonine kinase activating protein DBF4 [Saccharomyces cerevisiae S288c],1,"cytosol, nucleus","C661, C664, H674, H680",C2H2_ZnFinger,Structural,zf-DBF,,
YHR115C,NP_011983 ,DMA1,P38823,NP_011983.1 ubiquitin-conjugating protein DMA1 [Saccharomyces cerevisiae S288c],2,cytosol,"C327, C330, C345, H347, H350, C353, C367, C370","TrebleClef, ZincRibbon",Structural,"zf-RING_2,zf-RING_11",2.3.2.27,transferase
YDR069C,NP_010354 ,DOA4,P32571,NP_010354.3 ubiquitin-specific protease DOA4 [Saccharomyces cerevisiae S288c],1,cytosol,C732-C735-C784-C787,ZincRibbon,Structural,"UCH_1,Rhodanese",3.4.19.12,hydrolase
YPR017C,NP_015342 ,DSS4,P32601,NP_015342.1 guanine nucleotide exchange factor DSS4 [Saccharomyces cerevisiae S288c],1,cytosol,"C104, C107",ZincRibbon,Structural,Mss4,,
YPL021W,NP_015304 ,ECM23,Q02710,NP_015304.1 Ecm23p [Saccharomyces cerevisiae S288c],1,Unknown,"C132, C135, C154, C157",TrebleClef,Structural,GATA,,
YMR176W,NP_013901 ,ECM5,Q03214,NP_013901.1 Ecm5p [Saccharomyces cerevisiae S288c],2,"cytosol, nucleus","C1241, C1243, C1255, C1258, H1263, C1266, C1284, C1287",TrebleClef,Structural,PHD,,
YFR027W,NP_116683 ,ECO1,P43605,NP_116683.1 Eco1p [Saccharomyces cerevisiae S288c],1,nucleus,"C35, C38, H53, H57",Unknown,Structural,zf-C2H2_3,2.3.1.-,transferase
YBR033W,NP_009589 ,EDS1,P38073,NP_009589.1 Eds1p [Saccharomyces cerevisiae S288c],2,Unknown,"C56, C59, C66, C75, C78, C85",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YGR071C,NP_011585 ,ENV11,P53246,NP_011585.3 Env11p [Saccharomyces cerevisiae S288c],1,nucleus,"C105, C108, H126, H131",C2H2_ZnFinger,Structural,zf-BED,,
YBR239C,NP_009798 ,ERT1,P38140,NP_009798.3 Ert1p [Saccharomyces cerevisiae S288c],2,"cytosol, nucleus","C40, C43, C50, C56, C59, C68",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YHL010C,NP_011853 ,ETP1,P38748,NP_011853.1 Etp1p [Saccharomyces cerevisiae S288c],4,Unknown,"C240, C243, C259, H261, H264, C265, C267, C276, C279, C301, C304, C313, C316, C321, H328, H332, H338","TrebleClef, Zn2Cys6_ZnFinger, Loosened_ZnRibbon, ZincRibbon, C2H2_ZnFinger",Structural,"zf-C3HC4,zf-RING_2,zf-UBP,zf-RING_5,zf-C3HC4_3,zf-C3HC4_2,zf-RING_UBOX,zf-rbx1,zf-RING_11",,
YFR019W,NP_116674 ,FAB1,P34756,NP_116674.2 1-phosphatidylinositol-3-phosphate 5-kinase [Saccharomyces cerevisiae S288c],2,vacuolar membrane,"C246, C249, C262, C265, C270, C273, C291, C294",TrebleClef,Structural,FYVE,2.7.1.150,transferase
YNL023C,NP_014375 ,FAP1,P53971,NP_014375.1 Fap1p [Saccharomyces cerevisiae S288c],12,cytosol,"C68, C71, C79, C84, C87, C95, C114, C117, C159, H161, C163, C167, H168, H172, C175, C216, H219, C221, C225, H226, C230, C233, C362, H365, C367, C371, H372, C376, C380, C468, H471, C473, C477, H478, C482, C485, C586, H588, C590, C594, H595, C600, C604",Unknown,Structural,"RING-type, NF-X1-type, NF-X1-type, NF-X1-type, NF-X1-type, NF-X1-type",,
YJL157C,NP_012378,FAR1,P21268,NP_012378.1 cyclin-dependent protein serine/threonine kinase inhibiting protein FAR1 [Saccharomyces cerevisiae S288c],2,"cytosol, nucleus","C202, C205, C223, H225, H228, C231, C248, C251",Unknown,Structural,RING-type,,
YDR339C,NP_010626 ,FCF1,Q05498,NP_010626.1 rRNA-processing protein FCF1 [Saccharomyces cerevisiae S288c],1,nucleus,"C101, C130, H132, C140",NoCluster,Structural,Fcf1,,
YDR110W,NP_010395,FOB1,O13329,NP_010395.1 replication fork barrier binding protein FOB1 [Saccharomyces cerevisiae S288c],1,nucleus,"H159, H164, C193, C196",C2H2_ZnFinger,Structural,C2H2-type,,
YGL254W,NP_011260 ,FZF1,P32805,NP_011260.1 Fzf1p [Saccharomyces cerevisiae S288c],5,nucleus,"C14, C19, K21, H32, H36, C44, C49, H62, H66, C74, C77, H90, H94",C2H2_ZnFinger,Structural,zf-C2H2,,
YPL248C,NP_015076 ,GAL4,P04386,NP_015076.1 galactose-responsive transcription factor GAL4 [Saccharomyces cerevisiae S288c],2,nucleus,"C11, C14, C21, C28, C31, C38",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YBR018C,NP_009574 ,GAL7,P08431,NP_009574.1 UDP-glucose:hexose-1-phosphate uridylyltransferase [Saccharomyces cerevisiae S288c],1,cytosol,"C54, C57, H124, H180",ZincNecklaces,Structural,GalP_UDP_transf,2.7.7.12,transferase
YMR136W,NP_013856 ,GAT2,P40209,NP_013856.1 Gat2p [Saccharomyces cerevisiae S288c],1,nucleus,"C472, C475, C494, C497",TrebleClef,Structural,GATA,,
YLR013W,NP_013113 ,GAT3,Q07928,NP_013113.1 Gat3p [Saccharomyces cerevisiae S288c],1,nucleus,"C72, C75, C95, C98",TrebleClef,Structural,GATA,,
YIR013C,NP_012278 ,GAT4,P40569,NP_012278.3 Gat4p [Saccharomyces cerevisiae S288c],1,nucleus,"C53, C56, C76, C79",TrebleClef,Structural,GATA,,
YJL103C,NP_012432 ,GSM1,P42950,NP_012432.1 Gsm1p [Saccharomyces cerevisiae S288c],2,nucleus,"C20, C23, C30, C36, C39, C48",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YKR017C,NP_012942 ,HEL1,P36113,NP_012942.3 E3 ubiquitin-protein ligase HEL1 [Saccharomyces cerevisiae S288c],4,Unknown,"C179, C182, C195, H197, C200, C203, C220, C223, C263, C268, C294, C301, C304, H309, C314, C341, C344, H356, C359, C362, C367, C370, H377","TrebleClef, ZincRibbon, Zn2Cys6_ZnFinger",Structural,"zf-C3HC4,IBR",2.3.2.-,transferase
YGL251C,NP_011263,HFM1,P51979,NP_011263.2 Hfm1p [Saccharomyces cerevisiae S288c],1,nucleus,"C1039, C1043, C1049, C1054",ZincRibbon,Structural,C4-type,3.6.4.12,hydrolase
YJR055W,NP_012589 ,HIT1,P46973,NP_012589.1 Hit1p [Saccharomyces cerevisiae S288c],1 or 2,"cytosol, nucleus","C8, C11, C20, C23, C28, C32",C2H2_ZnFinger,Structural,zf-HIT,,
YOR258W,NP_014901 ,HNT3,Q08702,NP_014901.1 DNA 5'-adenosine monophosphate hydrolase [Saccharomyces cerevisiae S288c],1,"cytosol, nucleus","C188, C191, H205, E209",C2H2_ZnFinger,Structural,zf-C2HE,3.-.-.-,hydrolase
YDL227C,NP_010054,HO,P09932,NP_010054.1 Hop [Saccharomyces cerevisiae S288c],3,nucleus,"C466, C470, C486, C489, C508, C511, C522, C525, C558, C561, H574, C577",Unknown,Structural,Unknown,,
YIL072W,NP_012193,HOP1,P20050,NP_012193.3 Hop1p [Saccharomyces cerevisiae S288c],1,nucleus,"C3548, C351, H336, C359",Unknown,Structural,Zinc-finger,,
YKL084W,NP_012839 ,HOT13,P36078,NP_012839.1 Hot13p [Saccharomyces cerevisiae S288c],3,mitochondrion,"C17, H19, C33, C34, C40, C43, H44, H50, H64, C71, C89, C92, C68","TrebleClef, C2H2_ZnFinger",Structural,zf-CHY,,
YOL013C,NP_014630 ,HRD1,Q08109,NP_014630.1 E3 ubiquitin-protein ligase HRD1 [Saccharomyces cerevisiae S288c],2,ER,"C349, C352, C377, H379, H382, C385, C396, C399, D405","TrebleClef, Loosened_ZnRibbon, ZincRibbon, Zn2Cys6_ZnFinger",Structural,"zf-C3HC4,zf-RING_2,zf-RING_5,zf-C3HC4_3,Prok-RING_4,zf-RING_UBOX,zf-rbx1",2.3.2.27,transferase
YOL133W,NP_014508 ,HRT1,Q08273,NP_014508.1 SCF ubiquitin ligase complex subunit HRT1 [Saccharomyces cerevisiae S288c],3,"cytosol, nucleus","C55, C58, C66, C69, C81, C88, H90, H93, H95, C96, C107, D110","TrebleClef, ZincRibbon, Zn2Cys6_ZnFinger",Structural,"zf-ANAPC11,zf-rbx1",,
YOR025W,NP_014668 ,HST3,P53687,NP_014668.1 NAD-dependent histone deacetylase HST3 [Saccharomyces cerevisiae S288c],1,nucleus,"C195, C198, C220, C223",ZincRibbon,Structural,SIR2,3.5.1.-,hydrolase
YDR191W,NP_010477 ,HST4,P53688,NP_010477.3 NAD-dependent histone deacetylase HST4 [Saccharomyces cerevisiae S288c],1,"cytosol, nucleus","C221, C224, C251, C254",ZincRibbon,Structural,SIR2,3.5.1.-,hydrolase
YPL040C,NP_015285 ,ISM1,P48526,NP_015285.1 isoleucine--tRNA ligase ISM1 [Saccharomyces cerevisiae S288c],1,mitochondrion,"C975, C978, C990, C993",TrebleClef,Structural,Unknown,6.1.1.5,ligase
YML068W,NP_013643 ,ITT1,Q04638,NP_013643.1 Itt1p [Saccharomyces cerevisiae S288c],4,Unknown,"C297, C300, C316, C319, C324, C327, H332, C338, C402, C405, C420, C423, G424, C428, C431",TrebleClef,Structural,IBR,2.3.2.-,transferase
YJR119C,NP_012653 ,JHD2,P47156,NP_012653.1 histone demethylase [Saccharomyces cerevisiae S288c],2,"cytosol, nucleus","C238, C241, C253, C256, D257, H261, C264, C279, C282, C630, C633",TrebleClef,Structural,PHD,1.14.11.-,oxidoreductase
YNL227C,NP_014172 ,JJJ1,P53863,NP_014172.1 Jjj1p [Saccharomyces cerevisiae S288c],1,nucleus,"C340, C343, H356, H362",C2H2_ZnFinger,Structural,"zf-C2H2_jaz,zf-met",,
YJR097W,NP_012631 ,JJJ3,P47138,NP_012631.3 Jjj3p [Saccharomyces cerevisiae S288c],1,"cytosol, nucleus","C113, C116, C152, C155",ZincRibbon,Structural,zf-CSL,,
YBL071W-A,NP_660100 ,KTI11,Q3E840,NP_660100.1 Kti11p [Saccharomyces cerevisiae S288c],1,"cytosol, nucleus","C25, C27, C47, C50",ZincRibbon,Structural,zf-CSL,,
YPL054W,NP_015271 ,LEE1,Q02799,NP_015271.1 Lee1p [Saccharomyces cerevisiae S288c],2,Unknown,"C93, C101, C107, H111, C124, C132, C138, H142",ZincNecklaces,Structural,"Torus,zf-CCCH",,
YLR451W,NP_013556 ,LEU3,P08638,NP_013556.3 leucine-responsive transcriptional regulator LEU3 [Saccharomyces cerevisiae S288c],2,nucleus,"C37, C40, C47, C57, C60, C67",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YDL240W,NP_010041 ,LRG1,P35688,NP_010041.2 Lrg1p [Saccharomyces cerevisiae S288c],4,cytosol,"C28, C31, H54, C57, C60, C63, C86, D89, C419, C422, H439, C442, C445, C448, C471, H473, C474",TrebleClef,Structural,LIM,,
YDL087C,NP_010196 ,LUC7,Q07508,NP_010196.1 Luc7p [Saccharomyces cerevisiae S288c],2,"cytosol, nucleus","C45, C53, C68, H72, C201, C204, H220, H226",Unknown,Structural,LUC7 (Pfam),,
YMR021C,NP_013734 ,MAC1,P35192,NP_013734.1 Mac1p [Saccharomyces cerevisiae S288c],1,nucleus,"C11, C14, C23, H25",Zn2Cys6_ZnFinger,Structural,Copper-fist,,
YGR288W,NP_011804 ,MAL13,P53338,NP_011804.1 transcription factor MAL13 [Saccharomyces cerevisiae S288c],2,nucleus,"C13, C16, C23, C29, C32, C39",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YBR297W,NP_009856 ,MAL33,P38157,NP_009856.3 transcription factor MAL33 [Saccharomyces cerevisiae S288c],2,nucleus,"C8, C11, C18, C24, C27, C34",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YIL150C,NP_012116 ,MCM10,P32354,NP_012116.1 Mcm10p [Saccharomyces cerevisiae S288c],1,nucleus,"C309, C320, C332, H335",ZincRibbon,Structural,zf-primase,,
YPL038W,NP_015287 ,MET31,Q03081,NP_015287.1 Met31p [Saccharomyces cerevisiae S288c],1,"cytosol, nucleus","C97, C100, H113, H117",C2H2_ZnFinger,Structural,Unknown,,
YDR253C,NP_010539 ,MET32,Q12041,NP_010539.1 Met32p [Saccharomyces cerevisiae S288c],2,"cytosol, nucleus","C100, C103, H116, H120, C128, C131","TrebleClef, C2H2_ZnFinger",Structural,zf-C2H2,,
YGL209W,NP_011306 ,MIG2,P53035,NP_011306.1 Mig2p [Saccharomyces cerevisiae S288c],2,"mitochrondrion, nucleus","H35, H39, C47, C52, K54, H65, H69",C2H2_ZnFinger,Structural,"zf-C2H2,zf-H2C2_2",,
YER028C,NP_010945 ,MIG3,P39943,NP_010945.1 Mig3p [Saccharomyces cerevisiae S288c],2,nucleus,"C47, C52, K54, H65, H69, C19, C22, H35, H39",C2H2_ZnFinger,Structural,zf-C2H2,,
YEL019C,NP_010896 ,MMS21,P38632,NP_010896.3 SUMO ligase MMS21 [Saccharomyces cerevisiae S288c],1,nucleus,"C200, H202, C221, C226",Loosened_ZnRibbon,Structural,zf-Nse,6.3.2.-,ligase
YDR128W,NP_010413 ,MTC5,Q03897,NP_010413.3 Mtc5p [Saccharomyces cerevisiae S288c],2,vacuolar membrane,"C1098, C1101, C1112, C1115, H1117, H1120, C1123, C1134",Unknown,Structural,Zn_ribbon_17,,
YMR100W,NP_013818 ,MUB1,Q03162,NP_013818.1 Mub1p [Saccharomyces cerevisiae S288c],2,nucleus,"C530, C533, H551, C555, C406, C517, C539, C543",C2H2_ZnFinger,Structural,zf-MYND,,
YOR156C,NP_014799 ,NFI1,Q12216,NP_014799.1 SUMO ligase NFI1 [Saccharomyces cerevisiae S288c],1,nucleus,"C354, H356, C377, C380",Loosened_ZnRibbon,Structural,"zf-MIZ,zf-Nse",6.3.2.-,ligase
YDR043C,NP_010328 ,NRG1,Q03125,NP_010328.3 transcriptional regulator NRG1 [Saccharomyces cerevisiae S288c],2,nucleus,"C176, C179, H192, H196, C209, H222, H226",C2H2_ZnFinger,Structural,Unknown,,
YBR066C,NP_009622 ,NRG2,P38082,NP_009622.1 Nrg2p [Saccharomyces cerevisiae S288c],2,nucleus,"C20, C28, C155, C158, H171, H175",C2H2_ZnFinger,Structural,Unknown,,
YLR007W,NP_013107 ,NSE1,Q07913,NP_013107.1 Smc5-Smc6 complex subunit NSE1 [Saccharomyces cerevisiae S288c],2,nucleus,"C271, C274, C284, C289, H306, C309, C321, C324",C2H2_ZnFinger,Structural,zf-RING-like,,
YPR031W,NP_015356 ,NTO1,Q12311,NP_015356.1 Nto1p [Saccharomyces cerevisiae S288c],5,nucleus,"C266, C269, C283, G285, C286, D287, H291, C294, C307, C310, C320, C323, H340, C343, C376, C379, C389, C394, T396, H399, C402, C435, H438",TrebleClef,Structural,"zf-HC5HC2H,zf-HC5HC2H_2,PHD_2,PHD",,
YAL051W,NP_009349 ,OAF1,P39720,NP_009349.3 oleate-activated transcription factor OAF1 [Saccharomyces cerevisiae S288c],2,"cytosol, nucleus","C66, C69, C76, C83, C86, C93",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YKR064W,NP_012990 ,OAF3,P36023,NP_012990.1 Oaf3p [Saccharomyces cerevisiae S288c],2,"cytosol, nucleus","C19, C22, C29, C35, C38, C47",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YGL094C,NP_011421 ,PAN2,P53010,NP_011421.1 poly(A)-specific ribonuclease [Saccharomyces cerevisiae S288c],1,cytosol,C658-C660-C713-C716,ZincRibbon,Structural,UCH_1,3.1.13.4,hydrolase
YBL005W,NP_009548 ,PDR3,P33200,NP_009548.1 drug-responsive transcription factor PDR3 [Saccharomyces cerevisiae S288c],2,nucleus,"C15, C18, C25, C31, C34, C41",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YLR266C,NP_013368 ,PDR8,Q06149,NP_013368.1 Pdr8p [Saccharomyces cerevisiae S288c],2,nucleus,"C31, C34, C41, C48, C51, C59",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YDR323C,NP_010610 ,PEP7,P32609,NP_010610.3 Pep7p [Saccharomyces cerevisiae S288c],3,"cytosol, nucleus","C221, C224, C237, C240, C245, C252, C289, C292",TrebleClef,Structural,FYVE,,
YDR265W,NP_010551 ,PEX10,Q05568,NP_010551.1 ubiquitin-protein ligase peroxin 10 [Saccharomyces cerevisiae S288c],2,peroxisome,"C286, C289, C298, C301, H303, C306, C309, C320, C323","TrebleClef, Loosened_ZnRibbon, ZincRibbon, Zn2Cys6_ZnFinger",Structural,"zf-C3HC4,zf-RING_2,zf-C3HC4_3,Prok-RING_4,zf-C3HC4_2",,
YMR026C,NP_013739 ,PEX12,Q04370,NP_013739.1 ubiquitin-protein ligase peroxin 12 [Saccharomyces cerevisiae S288c],1,peroxisome,"C334, C337, C354, C357","TrebleClef, Loosened_ZnRibbon, ZincRibbon",Structural,zf-C3HC4_3,,
YJL210W,NP_012325,PEX2,P32800,NP_012325.1 ubiquitin-protein ligase peroxin 2 [Saccharomyces cerevisiae S288c],2,peroxisome,"C222, C225, C237, C243, C246, C256, C259",Unknown,Structural,RING-type,,
YDR313C,NP_010599 ,PIB1,Q06651,NP_010599.1 phosphatidylinositol-3-phosphate-binding ubiquitin-protein ligase [Saccharomyces cerevisiae S288c],4,vacuolar membrane,"C23, C26, H37, C39, C41, C42, C47, C50, C80, C83, C154, C157, H173, C177, C225, C228, H248, C251","TrebleClef, ZincRibbon",Structural,"RNF220,zf-RING_2,zf-RING_11,FYVE,zf-RING_UBOX",2.3.2.27,transferase
YOR363C,NP_015008 ,PIP2,P52960,NP_015008.3 oleate-activated transcription factor PIP2 [Saccharomyces cerevisiae S288c],2,"cytosol, nucleus","C25, C28, C35, C42, C45, C52",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YML107C,NP_013600 ,PML39,Q03760,NP_013600.2 Pml39p [Saccharomyces cerevisiae S288c],1,nucleus,"C268, C271, H288, C292",Unknown,Structural,zf-C3HC (Pfam),,
YDL102W,NP_010181 ,POL3,P15436,NP_010181.2 DNA-directed DNA polymerase delta POL3 [Saccharomyces cerevisiae S288c],1,nucleus,"C1009, C1012, C1024, C1027",Unknown,Structural,zf-C4pol (Pfam),2.7.7.7,transferase
YLR014C,NP_013114 ,PPR1,P07272,NP_013114.1 Ppr1p [Saccharomyces cerevisiae S288c],2,nucleus,"C34, C37, C44, C51, C54, C61",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YDL043C,NP_010241 ,PRP11,Q07350,NP_010241.1 Prp11p [Saccharomyces cerevisiae S288c],1,nucleus,"C68, C71, H84, H90",C2H2_ZnFinger,Structural,zf-met,,
YDL030W,NP_010254 ,PRP9,P19736,NP_010254.1 SF3a splicing factor complex subunit PRP9 [Saccharomyces cerevisiae S288c],2,nucleus,"C282, C285, H298, H304",C2H2_ZnFinger,Structural,zf-C2H2_jaz,,
YOL054W,NP_014587 ,PSH1,Q12161,NP_014587.1 ubiquitin-protein ligase PSH1 [Saccharomyces cerevisiae S288c],2,nucleus,"C30, C33, C45, H47, C50, C53, C68, C71, S73, C150, C153, C168, C171, D258","TrebleClef, Loosened_ZnRibbon, ZincRibbon, Zn2Cys6_ZnFinger",Structural,"zf-C3HC4,zf-RING_2,zf-RING_5,zf-C3HC4_4,zf-C3HC4_3,zf-C3HC4_2,Prok-RING_4,zf-RING_UBOX",,
YMR137C,NP_013857,PSO2,P30620,NP_013857.1 Pso2p [Saccharomyces cerevisiae S288c],1,nucleus,"C147, C150, C166, C169",Unknown,Structural,Zinc-finger,3.1.-.-,hydrolase
YKL015W,NP_012910 ,PUT3,P25502,NP_012910.1 Put3p [Saccharomyces cerevisiae S288c],2,nucleus,"C34, C37, C44, C50, C53, C60",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YKR090W,NP_013016 ,PXL1,P36166,NP_013016.4 Pxl1p [Saccharomyces cerevisiae S288c],4,cytosol,"C556, C559, H581, C584, C587, C590, C609, H612, C621, C624, H642, C645, C648, C651, C669, H672",TrebleClef,Structural,LIM,,
YPR186C,NP_015512 ,PZF1,P39933,NP_015512.1 Pzf1p [Saccharomyces cerevisiae S288c],9,nucleus,"H98, H102, C110, C113, C165, C168, H181, H185, H186, C82, C85, H126","ZincRibbon, C2H2_ZnFinger",Structural,"zf-C2H2_4,zf-H2C2_2",,
YBR114W,NP_009672 ,RAD16,P31244,NP_009672.1 DNA repair protein RAD16 [Saccharomyces cerevisiae S288c],2,nucleus,"C537, C540, C552, H554, C557, C560, C577, C580","TrebleClef, ZincRibbon, Zn2Cys6_ZnFinger",Structural,zf-C3HC4,3.6.4.-,hydrolase
YCR066W,NP_009992 ,RAD18,P10862,NP_009992.1 E3 ubiquitin-protein ligase RAD18 [Saccharomyces cerevisiae S288c],2,nucleus,"C28, C31, C43, H45, C48, C51, C62, C65, C190, C193","TrebleClef, Loosened_ZnRibbon, ZincRibbon, Zn2Cys6_ZnFinger",Structural,"zf-C3HC4,zf-RING_2,zf-RING_6,zf-RING_5,zf-C3HC4_4,zf-C3HC4_3,zf-C3HC4_2,Prok-RING_4,zf-RING_UBOX",2.3.2.27,transferase
YLR032W,NP_013132 ,RAD5,P32849,NP_013132.1 DNA helicase RAD5 [Saccharomyces cerevisiae S288c],2,nucleus,"C914, C917, C932, H934, C937, C940, C957, C960","TrebleClef, Loosened_ZnRibbon, ZincRibbon, Zn2Cys6_ZnFinger",Structural,"zf-C3HC4,zf-RING_2,zf-RING_UBOX,zf-C3HC4_3,zf-RING_5",3.6.4.-,hydrolase
YOR380W,NP_015025 ,RDR1,Q08904,NP_015025.3 Rdr1p [Saccharomyces cerevisiae S288c],2,nucleus,"C20, C23, C30, C36, C39, C46",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YCR106W,NP_010031 ,RDS1,P25611,NP_010031.1 Rds1p [Saccharomyces cerevisiae S288c],2,Unknown,"C15, C18, C25, C32, C35, C42",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YPR094W,NP_015419 ,RDS3,Q06835,NP_015419.1 U2 snRNP complex subunit RDS3 [Saccharomyces cerevisiae S288c],3,"cytosol, nucleus","C11, C23, C26, C30, C33, C46, C49, C58, C61, C73, C76, C86",ZincRibbon,Structural,PHF5,,
YBR267W,NP_009825 ,REI1,P38344,NP_009825.4 Rei1p [Saccharomyces cerevisiae S288c],2,cytosol,"C164, C167, H182, H187, C217, C220, H233, H239",C2H2_ZnFinger,Structural,zf-C2H2_2,,
YPL167C,NP_015158 ,REV3,P14284,NP_015158.1 Rev3p [Saccharomyces cerevisiae S288c],1,mitochondrion,"C1398, C1401, C1414, C1417",Unknown,Structural,zf-C4pol (Pfam),2.7.7.7,transferase
YMR182C,NP_013907 ,RGM1,Q00453,NP_013907.1 Rgm1p [Saccharomyces cerevisiae S288c],2,"cytosol, nucleus","C21, C27, H40, H44, C52, C55, H68, H73",C2H2_ZnFinger,Structural,"zf-C2H2,zf-C2H2_6,zf-H2C2_2",,
YKL038W,NP_012886 ,RGT1,P32862,NP_012886.3 Rgt1p [Saccharomyces cerevisiae S288c],2,nucleus,"C47, C50, C57, C66, C69, C76",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
YHL027W,NP_011836 ,RIM101,P33400,NP_011836.1 alkaline-responsive transcriptional regulator RIM101 [Saccharomyces cerevisiae S288c],from 1 to 3,nucleus,"C148, C153, H166, H171",C2H2_ZnFinger,Structural,Unknown,,
YDR255C,NP_010541 ,RMD5,Q12508,NP_010541.3 ubiquitin-protein ligase RMD5 [Saccharomyces cerevisiae S288c],1,cytosol,"C379, H381, C401",TrebleClef,Structural,zf-RING_UBOX,,
YGR044C,NP_011558,RME1,P32338,NP_011558.1 Rme1p [Saccharomyces cerevisiae S288c],3,nucleus,"C180, C183, H196, E199, C206, C208, H229, H234, C258, C263, H276, H281",C2H2_ZnFinger,Structural,"C2H2-type, C2H2-type, C2H2-type",,
YER169W,NP_011096 ,RPH1,P39956,NP_011096.1 Rph1p [Saccharomyces cerevisiae S288c],2,nucleus,"C281, H287, H727, H732, C740, C743, C711, C714",C2H2_ZnFinger,Structural,zf-H2C2_2,,
YKR094C,NP_013020 ,RPL40B,P0CH09,NP_013020.3 ubiquitin-ribosomal 60S subunit protein L40B fusion protein [Saccharomyces cerevisiae S288c],1,cytosol,"C96, C99, C110, C115",ZincRibbon,Structural,Ribosomal_L40e,,
YHR141C,NP_014237,RPL42B,P0CX28,NP_014237.2 ribosomal 60S subunit protein L42A [Saccharomyces cerevisiae S288c],1 or 2,cytosol,"C12, C17, H20, H23, C74, C77, C88",ZincRibbon,Structural,Ribosomal_L44 (Pfam),,
YJR094W-A,NP_015368,RPL43B,P0CX26,NP_015368.1 ribosomal 60S subunit protein L43A [Saccharomyces cerevisiae S288c],1,cytosol,"C39, C42, C57, C60",ZincRibbon,Structural,C4-type,,
YIR015W,NP_012280,RPR2,P40571,NP_012280.1 ribonuclease P protein subunit RPR2 [Saccharomyces cerevisiae S288c],1,nucleus,"C90, C93, C115, C117",ZincRibbon,Structural,Zinc-finger,3.1.26.5,hydrolase
YHR021C,NP_011885 ,RPS27B,P38711,NP_011885.1 ribosomal 40S subunit protein S27B [Saccharomyces cerevisiae S288c],1,cytosol,"C37, C56, C59",ZincRibbon,Structural,Ribosomal_S27e,,
YJL025W,NP_012509 ,RRN7,P40992,NP_012509.1 Rrn7p [Saccharomyces cerevisiae S288c],1,nucleus,"C10, C15, C29, H33",Unknown,Structural,zf-RRN7 (Pfam),,
YJR127C,NP_012661 ,RSF2,P46974,NP_012661.3 Rsf2p [Saccharomyces cerevisiae S288c],2,"cytosol, nucleus","C153, C156, H169, C181, C184, H197, H202",C2H2_ZnFinger,Structural,Unknown,,
YOL138C,NP_014503 ,RTC1,Q08281,NP_014503.2 Rtc1p [Saccharomyces cerevisiae S288c],2,vacuolar membrane,"C1283, C1286, C1293, C1296, C1310, H1312, H1315, C1318, C1331","TrebleClef, ZincRibbon, Zn2Cys6_ZnFinger",Structural,"zf-RING_2,Zn_ribbon_17,zf-rbx1,zf-C3HC4_2",,
YDR066C,NP_010351 ,RTR2,Q12378,NP_010351.1 putative protein-serine/threonine phosphatase [Saccharomyces cerevisiae S288c],1,cytosol,"C75, C80, C99, H103",C2H2_ZnFinger,Structural,RPAP2_Rtr1,3.1.3.16,hydrolase
YOR077W,NP_014720 ,RTS2,P40962,NP_014720.1 Rts2p [Saccharomyces cerevisiae S288c],1,"cytosol, nucleus","C26, C29, H42, H48",C2H2_ZnFinger,Structural,zf-C2H2_jaz,,
YFR005C,NP_116660 ,SAD1,P43589,NP_116660.1 mRNA splicing protein SAD1 [Saccharomyces cerevisiae S288c],1,nucleus,"C60, C63, H79, H85","TrebleClef, C2H2_ZnFinger",Structural,zf-UBP,,
YMR127C,NP_013846,SAS2,P40963,NP_013846.1 Sas2p [Saccharomyces cerevisiae S288c],1,nucleus,"C103, C106, H119, C123",C2H2_ZnFinger,Structural,C2HC MYST-type,2.3.1.48,transferase
YPR022C,NP_015347,SDD4,Q12139,NP_015347.1 Sdd4p [Saccharomyces cerevisiae S288c],2,"cytosol, nucleus","C33, H35, H51, H55",C2H2_ZnFinger,Structural,"C2H2-type, C2H2-type",,
YBL066C,NP_009487 ,SEF1,P34228,NP_009487.2 Sef1p [Saccharomyces cerevisiae S288c],2,Unknown,"C57, C60, C67, C77, C80, C87",Zn2Cys6_ZnFinger,Structural,Zn_clus,,
