Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,AFO-9,AFO-10,AFO-11,AFO-12,AFO-13,AFO-14,AFO-15,AFO-16,AFO-25,AFO-26,AFO-27,AFO-28,AFO-29,AFO-30,AFO-31,AFO-32,AFO-49,AFO-50,AFO-51,AFO-52,AFO-53,AFO-54,AFO-55,AFO-56,AFO-73,AFO-74,AFO-75,AFO-76,AFO-77,AFO-78,AFO-79,AFO-80,Indistinguishable Proteins
ECM3_YEAST,Q99252,Q99252 ECM3_YEAST Protein ECM3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ECM3 PE=1 SV=1,ECM3,613,OS=Saccharomyces,0.9988,0.9895,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,
LDB19_YEAST,Q12502,Q12502 LDB19_YEAST Protein LDB19 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LDB19 PE=1 SV=1,LDB19,818,OS=Saccharomyces,0.9987,0.9974,2,2,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SYV_YEAST,P07806,"P07806 SYV_YEAST Valine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VAS1 PE=1 SV=2",VAS1,1104,OS=Saccharomyces,0.9986,0.9959,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P07806-2
PTP1_YEAST,P25044,P25044 PTP1_YEAST Tyrosine-protein phosphatase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PTP1 PE=1 SV=1,PTP1,335,OS=Saccharomyces,0.9985,0.9865,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,
YDR22_YEAST,Q04925,Q04925 YDR22_YEAST SVF1-like protein YDR222W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YDR222W PE=1 SV=1,YDR222W,415,OS=Saccharomyces,0.9985,0.9987,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
DBP9_YEAST,Q06218,Q06218 DBP9_YEAST ATP-dependent RNA helicase DBP9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DBP9 PE=1 SV=1,DBP9,594,OS=Saccharomyces,0.9985,0.9929,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
MNT3_YEAST,P40549,"P40549 MNT3_YEAST Alpha-1,3-mannosyltransferase MNT3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MNT3 PE=1 SV=1",MNT3,630,OS=Saccharomyces,0.9984,0.9929,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
COX4_YEAST,P04037,"P04037 COX4_YEAST Cytochrome c oxidase subunit 4, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COX4 PE=1 SV=1",COX4,155,OS=Saccharomyces,0.9983,0.9977,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
RL15A_YEAST,P05748,P05748 RL15A_YEAST 60S ribosomal protein L15-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL15A PE=1 SV=3,RPL15A,204,OS=Saccharomyces,0.9983,0.9986,4,16,4,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,3,
BEM2_YEAST,P39960,P39960 BEM2_YEAST GTPase-activating protein BEM2/IPL2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BEM2 PE=1 SV=1,BEM2,2167,OS=Saccharomyces,0.9983,0.9861,3,9,9,9,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
C1TC_YEAST,P07245,"P07245 C1TC_YEAST C-1-tetrahydrofolate synthase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADE3 PE=1 SV=1",ADE3,946,OS=Saccharomyces,0.9982,0.9929,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
AP3S_YEAST,P47064,P47064 AP3S_YEAST AP-3 complex subunit sigma OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=APS3 PE=1 SV=1,APS3,194,OS=Saccharomyces,0.9982,0.9924,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,
VID30_YEAST,P53076,P53076 VID30_YEAST Vacuolar import and degradation protein 30 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VID30 PE=1 SV=1,VID30,958,OS=Saccharomyces,0.9982,0.9931,2,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,
LOC1_YEAST,P43586,P43586 LOC1_YEAST 60S ribosomal subunit assembly/export protein LOC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LOC1 PE=1 SV=1,LOC1,204,OS=Saccharomyces,0.9981,0.9951,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
GAS5_YEAST,Q08193,"Q08193 GAS5_YEAST 1,3-beta-glucanosyltransferase GAS5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GAS5 PE=1 SV=1",GAS5,484,OS=Saccharomyces,0.9981,0.9821,3,4,4,4,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
IMP4_YEAST,P53941,P53941 IMP4_YEAST U3 small nucleolar ribonucleoprotein protein IMP4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IMP4 PE=1 SV=1,IMP4,290,OS=Saccharomyces,0.998,0.9855,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,
RL8A_YEAST,P17076,P17076 RL8A_YEAST 60S ribosomal protein L8-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL8A PE=1 SV=4,RPL8A,256,OS=Saccharomyces,0.9979,0.9828,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZDS1_YEAST,P50111,P50111 ZDS1_YEAST Protein ZDS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ZDS1 PE=1 SV=1,ZDS1,915,OS=Saccharomyces,0.9979,0.9886,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RPB11_YEAST,P38902,P38902 RPB11_YEAST DNA-directed RNA polymerase II subunit RPB11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPB11 PE=1 SV=1,RPB11,120,OS=Saccharomyces,0.9978,0.995,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
NSG2_YEAST,P53898,P53898 NSG2_YEAST Protein NSG2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NSG2 PE=1 SV=1,NSG2,299,OS=Saccharomyces,0.9978,0.9912,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,
RSA3_YEAST,Q05942,Q05942 RSA3_YEAST Ribosome assembly protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSA3 PE=1 SV=1,RSA3,220,OS=Saccharomyces,0.9978,0.9837,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,
NMA2_YEAST,P53204,P53204 NMA2_YEAST Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NMA2 PE=1 SV=1,NMA2,395,OS=Saccharomyces,0.9977,0.999,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
YEH1_YEAST,Q07804,Q07804 YEH1_YEAST Sterol esterase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YEH1 PE=1 SV=1,YEH1,573,OS=Saccharomyces,0.9977,0.9816,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,
COX5A_YEAST,P00424,"P00424 COX5A_YEAST Cytochrome c oxidase polypeptide 5A, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COX5A PE=1 SV=1",COX5A,153,OS=Saccharomyces,0.9976,0.9758,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
MET5_YEAST,P47169,P47169 MET5_YEAST Sulfite reductase [NADPH] subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MET5 PE=1 SV=1,MET5,1442,OS=Saccharomyces,0.9976,0.9784,1,5,5,5,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
GPT_YEAST,P07286,P07286 GPT_YEAST UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ALG7 PE=3 SV=1,ALG7,448,OS=Saccharomyces,0.9975,0.9971,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,
ATC5_YEAST,P32660,P32660 ATC5_YEAST Phospholipid-transporting ATPase DNF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DNF1 PE=1 SV=2,DNF1,1571,OS=Saccharomyces,0.9975,0.9976,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
GCN2_YEAST,P15442,P15442 GCN2_YEAST Serine/threonine-protein kinase GCN2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GCN2 PE=1 SV=3,GCN2,1659,OS=Saccharomyces,0.9974,0.9937,2,10,10,10,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,
RRP5_YEAST,Q05022,Q05022 RRP5_YEAST rRNA biogenesis protein RRP5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RRP5 PE=1 SV=1,RRP5,1729,OS=Saccharomyces,0.9973,0.9979,1,3,3,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ATN1_YEAST,P13587,P13587 ATN1_YEAST Sodium transport ATPase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ENA1 PE=1 SV=1,ENA1,1091,OS=Saccharomyces,0.9971,0.9961,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
DYHC_YEAST,P36022,"P36022 DYHC_YEAST Dynein heavy chain, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DYN1 PE=1 SV=1",DYN1,4092,OS=Saccharomyces,0.997,0.998,1,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
SC61G_YEAST,P35179,P35179 SC61G_YEAST Protein transport protein SSS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSS1 PE=1 SV=2,SSS1,80,OS=Saccharomyces,0.9968,0.9906,2,3,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
SDA1_YEAST,P53313,P53313 SDA1_YEAST Protein SDA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SDA1 PE=1 SV=1,SDA1,767,OS=Saccharomyces,0.9968,0.9925,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,
YN8B_YEAST,P53723,P53723 YN8B_YEAST UPF0674 endoplasmic reticulum membrane protein YNR021W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YNR021W PE=1 SV=3,YNR021W,404,OS=Saccharomyces,0.9968,0.9886,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
YOP1_YEAST,Q12402,Q12402 YOP1_YEAST Protein YOP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOP1 PE=1 SV=3,YOP1,180,OS=Saccharomyces,0.9968,0.9818,2,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,
TYSY_YEAST,P06785,P06785 TYSY_YEAST Thymidylate synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC21 PE=1 SV=1,CDC21,304,OS=Saccharomyces,0.9967,0.979,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,
LST8_YEAST,P41318,P41318 LST8_YEAST Target of rapamycin complex subunit LST8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LST8 PE=1 SV=1,LST8,303,OS=Saccharomyces,0.9967,0.9947,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,
RL6A_YEAST,Q02326,Q02326 RL6A_YEAST 60S ribosomal protein L6-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL6A PE=1 SV=2,RPL6A,176,OS=Saccharomyces,0.9966,0.9955,1,4,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
ASNS1_YEAST,P49089,P49089 ASNS1_YEAST Asparagine synthetase [glutamine-hydrolyzing] 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ASN1 PE=1 SV=2,ASN1,572,OS=Saccharomyces,0.9964,0.9984,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,
MPD2_YEAST,Q99316,Q99316 MPD2_YEAST Protein disulfide isomerase MPD2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MPD2 PE=1 SV=1,MPD2,277,OS=Saccharomyces,0.9964,0.9797,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,
IDHP_YEAST,P21954,"P21954 IDHP_YEAST Isocitrate dehydrogenase [NADP], mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IDP1 PE=1 SV=1",IDP1,428,OS=Saccharomyces,0.9957,0.9715,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
YBR3_YEAST,P38083,P38083 YBR3_YEAST Uncharacterized protein YBR063C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YBR063C PE=4 SV=1,YBR063C,404,OS=Saccharomyces,0.9957,0.9793,3,9,9,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,1,0,1,
COA1_YEAST,P40452,P40452 COA1_YEAST Cytochrome c oxidase assembly factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COA1 PE=1 SV=1,COA1,197,OS=Saccharomyces,0.9957,0.9912,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
DCTD_YEAST,P06773,P06773 DCTD_YEAST Deoxycytidylate deaminase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DCD1 PE=1 SV=2,DCD1,312,OS=Saccharomyces,0.9955,0.9913,2,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,
RS26B_YEAST,P39939,P39939 RS26B_YEAST 40S ribosomal protein S26-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS26B PE=1 SV=1,RPS26B,119,OS=Saccharomyces,0.9952,0.9968,1,33,0,33,0,1,1,3,0,2,2,2,0,0,2,0,0,0,2,1,0,2,2,3,1,1,0,0,0,0,0,0,0,2,4,2,
CDC1_YEAST,P40986,P40986 CDC1_YEAST Cell division control protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC1 PE=1 SV=2,CDC1,491,OS=Saccharomyces,0.9952,0.9963,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
UTP13_YEAST,Q05946,Q05946 UTP13_YEAST U3 small nucleolar RNA-associated protein 13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UTP13 PE=1 SV=1,UTP13,817,OS=Saccharomyces,0.9952,0.9943,1,2,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RS14A_YEAST,P06367,P06367 RS14A_YEAST 40S ribosomal protein S14-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS14A PE=1 SV=5,RPS14A,137,OS=Saccharomyces,0.9951,0.9933,1,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,
YO283_YEAST,Q12040,Q12040 YO283_YEAST Broad-specificity phosphatase YOR283W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOR283W PE=1 SV=1,YOR283W,230,OS=Saccharomyces,0.9949,0.9716,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MMF1_YEAST,P40185,"P40185 MMF1_YEAST Protein MMF1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MMF1 PE=1 SV=1",MMF1,145,OS=Saccharomyces,0.9947,0.9712,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
KPR4_YEAST,P38063,P38063 KPR4_YEAST Ribose-phosphate pyrophosphokinase 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRS4 PE=1 SV=3,PRS4,326,OS=Saccharomyces,0.9946,0.9931,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,
DMA1_YEAST,P38823,P38823 DMA1_YEAST E3 ubiquitin-protein ligase DMA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DMA1 PE=1 SV=1,DMA1,416,OS=Saccharomyces,0.9944,0.999,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
NOP9_YEAST,P47077,P47077 NOP9_YEAST Nucleolar protein 9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOP9 PE=1 SV=1,NOP9,666,OS=Saccharomyces,0.9941,0.9948,1,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SN114_YEAST,P36048,P36048 SN114_YEAST Pre-mRNA-splicing factor SNU114 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SNU114 PE=1 SV=1,SNU114,1008,OS=Saccharomyces,0.9938,0.987,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,
AP1M1_YEAST,Q00776,Q00776 AP1M1_YEAST AP-1 complex subunit mu-1-I OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=APM1 PE=1 SV=2,APM1,475,OS=Saccharomyces,0.9935,0.9824,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,
YBQ6_YEAST,P38081,P38081 YBQ6_YEAST Uncharacterized glycosyl hydrolase YBR056W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YBR056W PE=1 SV=1,YBR056W,501,OS=Saccharomyces,0.9934,0.9938,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,
UTP22_YEAST,P53254,P53254 UTP22_YEAST U3 small nucleolar RNA-associated protein 22 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UTP22 PE=1 SV=1,UTP22,1237,OS=Saccharomyces,0.993,0.9784,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
PSK2_YEAST,Q08217,Q08217 PSK2_YEAST Serine/threonine-protein kinase PSK2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PSK2 PE=1 SV=1,PSK2,1101,OS=Saccharomyces,0.9924,0.9942,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
H2AZ_YEAST,Q12692,Q12692 H2AZ_YEAST Histone H2A.Z OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HTZ1 PE=1 SV=3,HTZ1,134,OS=Saccharomyces,0.9924,0.9986,2,25,20,25,0,1,0,4,0,0,3,0,0,2,0,0,0,1,1,0,0,0,6,2,2,1,0,0,0,0,0,0,1,0,1,0,
PIC2_YEAST,P40035,P40035 PIC2_YEAST Mitochondrial phosphate carrier protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PIC2 PE=1 SV=1,PIC2,300,OS=Saccharomyces,0.9919,0.9931,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,
MTNB_YEAST,P47095,P47095 MTNB_YEAST Methylthioribulose-1-phosphate dehydratase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MDE1 PE=1 SV=1,MDE1,244,OS=Saccharomyces,0.9906,0.9707,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,
TMA16_YEAST,Q08687,Q08687 TMA16_YEAST Translation machinery-associated protein 16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TMA16 PE=1 SV=2,TMA16,178,OS=Saccharomyces,0.9906,0.974,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
APT1_YEAST,P49435,P49435 APT1_YEAST Adenine phosphoribosyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=APT1 PE=1 SV=3,APT1,187,OS=Saccharomyces,0.9902,0.9822,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
CIN1_YEAST,P40987,P40987 CIN1_YEAST Chromosome instability protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CIN1 PE=1 SV=1,CIN1,1014,OS=Saccharomyces,0.99,0.9899,2,9,3,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,1,1,0,0,
DUS3_YEAST,Q06053,Q06053 DUS3_YEAST tRNA-dihydrouridine(47) synthase [NAD(P)(+)] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DUS3 PE=1 SV=2,DUS3,668,OS=Saccharomyces,0.9894,0.999,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
ACK1_YEAST,Q07622,Q07622 ACK1_YEAST Activator of C kinase protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ACK1 PE=1 SV=1,ACK1,623,OS=Saccharomyces,0.9894,0.999,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
DMA2_YEAST,P53924,P53924 DMA2_YEAST E3 ubiquitin-protein ligase DMA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DMA2 PE=1 SV=1,DMA2,522,OS=Saccharomyces,0.9891,0.999,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
TRPE_YEAST,P00899,P00899 TRPE_YEAST Anthranilate synthase component 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRP2 PE=1 SV=4,TRP2,507,OS=Saccharomyces,0.9889,0.9989,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,
TPA1_YEAST,P40032,"P40032 TPA1_YEAST Prolyl 3,4-dihydroxylase TPA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TPA1 PE=1 SV=1",TPA1,644,OS=Saccharomyces,0.9883,0.9982,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
