"orf_name","row","column","cor","num_obs","gene1","gene2","SGD","ENTREZID","GENENAME","ENSEMBL","DESCRIPTION"
"YJL022W","chr2_614024","chr10_398109",0.40092145932702,509,"YBR196C-A","YJL022W","S000003559",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene PET130"
"YHR005C","chr2_614024","chr8_113499",0.400536864161899,1938,"YBR196C-A","YHR005C","S000001047","856394","GPA1","YHR005C","Subunit of the G protein involved in pheromone response; GTP-binding alpha subunit of the heterotrimeric G protein; negatively regulates the mating pathway by sequestering G(beta)gamma and by triggering an adaptive response; activates Vps34p at the endosome; protein abundance increases in response to DNA replication stress"
"YJR097W","chr2_614024","chr10_612413",0.400326543532072,1971,"YBR196C-A","YJR097W","S000003858","853560","JJJ3","YJR097W","Protein of unknown function; contains a CSL Zn finger and a DnaJ-domain; involved in diphthamide biosynthesis; ortholog human Dph4"
"YHR160C","chr2_614024","chr8_419221",0.400130312384188,1724,"YBR196C-A","YHR160C","S000001203","856565","PEX18","YHR160C","Peroxin; required for targeting of peroxisomal matrix proteins containing PTS2; interacts with Pex7p; partially redundant with Pex21p; primarily responsible for peroxisomal import during growth on oleate, and expression is induced during oleate growth"
"YNL339C","chr2_614024","chr14_371",0.399802708903163,1081,"YBR196C-A","YNL339C","S000005283","855377","YRF1-6","YNL339C","Helicase encoded by the Y' element of subtelomeric regions; highly expressed in the mutants lacking the telomerase component TLC1; potentially phosphorylated by Cdc28p"
"YFL014W","chr2_614024","chr6_107256",0.399414991788646,1934,"YBR196C-A","YFL014W","S000001880","850532","HSP12","YFL014W","Plasma membrane protein involved in maintaining membrane organization; involved in maintaining organization during stress conditions; induced by heat shock, oxidative stress, osmostress, stationary phase, glucose depletion, oleate and alcohol; protein abundance increased in response to DNA replication stress and dietary restriction; regulated by the HOG and Ras-Pka pathways; required for dietary restriction-induced lifespan extension"
"YER190W","chr2_614024","chr5_571480",0.398983630967268,1548,"YBR196C-A","YER190W","S000000992","856940","YRF1-2","YER190W","Helicase encoded by the Y' element of subtelomeric regions; highly expressed in the mutants lacking the telomerase component TLC1; potentially phosphorylated by Cdc28p; induced by treatment with 8-methoxypsoralen and UVA irradiation"
"YJL114W","chr2_614024","chr10_197915",0.398822644600287,895,"YBR196C-A","YJL114W","S000003650","853329",NA,NA,"Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag"
"YER078W-A","chr2_614024","chr5_318646",0.398513812624409,905,"YBR196C-A","YER078W-A","S000028546","1466536",NA,"YER078W-A","Putative protein of unknown function; identified by fungal homology and RT-PCR"
"YLR416C","chr2_614024","chr12_954491",0.398187799187387,887,"YBR196C-A","YLR416C","S000004408",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YDR070C","chr2_614024","chr4_588098",0.397270281457614,1874,"YBR196C-A","YDR070C","S000002477","851642","FMP16","YDR070C","Protein of unknown function; may be involved in responding to conditions of stress; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; protein abundance increases in response to DNA replication stress"
"YNL300W","chr2_614024","chr14_65744",0.396751480276113,1939,"YBR196C-A","YNL300W","S000005244","855416","TOS6","YNL300W","Glycosylphosphatidylinositol-dependent cell wall protein; expression is periodic and decreases in respone to ergosterol perturbation or upon entry into stationary phase; depletion increases resistance to lactic acid"
"YKL209C","chr2_614024","chr11_42423",0.396311661064723,1985,"YBR196C-A","YKL209C","S000001692","853671","STE6","YKL209C","Plasma membrane ATP-binding cassette (ABC) transporter; required for the export of a-factor, catalyzes ATP hydrolysis coupled to a-factor transport; contains 12 transmembrane domains and two ATP binding domains; expressed only in MATa cells; human homolog ABCB1 mediates multidrug resistance in many chemotherapy-resistant tumors by effluxing toxic compounds from the cell"
"YOR387C","chr2_614024","chr15_1069621",0.395710661873538,1141,"YBR196C-A","YOR387C","S000005914","854569",NA,"YOR387C","Putative protein of unknown function; regulated by the metal-responsive Aft1p transcription factor; highly inducible in zinc-depleted conditions; localizes to the soluble fraction; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively; YOR387C has a paralog, VEL1, that arose from a single-locus duplication"
"YDR426C","chr2_614024","chr4_1321629",0.395384812830776,493,"YBR196C-A","YDR426C","S000002834",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF SNX41"
"YGL209W","chr2_614024","chr7_95858",0.395040304742281,1974,"YBR196C-A","YGL209W","S000003177","852663","MIG2","YGL209W","Zinc finger transcriptional repressor; cooperates with Mig1p in glucose-induced gene repression; under low glucose conditions relocalizes to mitochondrion, where it interacts with Ups1p, antagonizes mitochondrial fission factor Dnm1p, indicative of a role in mitochondrial fusion or regulating morphology; regulates filamentous growth in response to glucose depletion; activated in stochastic pulses of nuclear localization in response to low glucose"
"YDL222C","chr2_614024","chr4_60872",0.394750072134109,1936,"YBR196C-A","YDL222C","S000002381","851304","FMP45","YDL222C","Integral membrane protein localized to mitochondria; required for sporulation and maintaining sphingolipid content; similar to SUR7; FMP45 has a paralog, YNL194C, that arose from the whole genome duplication"
"YNR042W","chr2_614024","chr14_701238",0.394718298092674,768,"YBR196C-A","YNR042W","S000005325",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps verified gene COQ2"
"YNL179C","chr2_614024","chr14_300666",0.394687485657782,1963,"YBR196C-A","YNL179C","S000005123",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; deletion in cyr1 mutant results in loss of stress resistance"
"YFL021C-A","chr2_614024","chr6_95761",0.394187159700128,1467,"YBR196C-A","YFL021C-A","S000028766",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF GAT1/YFL021W"
"YNR054C","chr2_614024","chr14_723356",0.393777154427946,1986,"YBR196C-A","YNR054C","S000005337","855790","ESF2","YNR054C","Essential nucleolar protein involved in pre-18S rRNA processing; binds to RNA and stimulates ATPase activity of Dbp8; involved in assembly of the small subunit (SSU) processome"
"YLL067C","chr2_614024","chr12_585",0.39365693920642,1279,"YBR196C-A","YLL067C","S000003990","850659",NA,NA,"Putative Y' element ATP-dependent helicase"
"YHR096C","chr2_614024","chr8_294669",0.393518191264748,1924,"YBR196C-A","YHR096C","S000001138","856496","HXT5","YHR096C","Hexose transporter with moderate affinity for glucose; induced in the presence of non-fermentable carbon sources, induced by a decrease in growth rate, contains an extended N-terminal domain relative to other HXTs; HXT5 has a paralog, HXT3, that arose from the whole genome duplication"
"YHL008C","chr2_614024","chr8_92627",0.392870542531028,1983,"YBR196C-A","YHL008C","S000001000","856381",NA,"YHL008C","Putative protein of unknown function; may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole"
"YFL011W","chr2_614024","chr6_112345",0.392544144348707,1441,"YBR196C-A","YFL011W","S000001883","850536","HXT10","YFL011W","Putative hexose transporter; expressed at low levels and expression is repressed by glucose"
"YLR338W","chr2_614024","chr12_804346",0.392374587706904,1086,"YBR196C-A","YLR338W","S000004330",NA,"OPI9",NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF VRP1/YLR337C"
"YKL044W","chr2_614024","chr11_356322",0.39218912497832,1944,"YBR196C-A","YKL044W","S000001527","853822","MMO1","YKL044W","Protein of unknown function; SWAT-GFP, seamless-GFP and mCherry fusion proteins localize to the mitochondria; mRNA identified as translated by ribosome profiling data; MMO1 is a non-essential gene"
"YDR299W","chr2_614024","chr4_1059627",0.391985074309522,1986,"YBR196C-A","YDR299W","S000002707","851893","BFR2","YDR299W","Component of the SSU and 90S preribosomes; involved in pre-18S rRNA processing; binds to U3 snoRNA and Mpp10p; multicopy suppressor of sensitivity to Brefeldin A; expression is induced during lag phase and also by cold shock"
"YFL023W","chr2_614024","chr6_90986",0.391602463409259,1986,"YBR196C-A","YFL023W","S000001871","850521","BUD27","YFL023W","Unconventional prefoldin protein involved in translation initiation; required for correct assembly of RNAP I, II, and III in an Rpb5p-dependent manner; shuttles between nucleus and cytoplasm; mutants have inappropriate expression of nutrient sensitive genes due to translational derepression of Gcn4p transcription factor; diploid mutants show random budding; ortholog of human URI/RMP"
"YHR137C-A","chr2_614024","chr8_375738",0.390941589708323,777,"YBR196C-A","YHR137C-A","S000028649",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps verified gene ARO9/YHR137W; identified by gene-trapping, expression analysis, and genome-wide homology searching"
"YAL045C","chr1_57488","chr2_614024",0.389877934868199,357,"YAL045C","YBR196C-A","S000000043",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps YAL044W-A"
"YML089C","chr2_614024","chr13_91041",0.389614593404581,896,"YBR196C-A","YML089C","S000004554",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; expression induced by calcium shortage"
"YHR214W-A","chr2_614024","chr8_543008",0.388313401872203,1485,"YBR196C-A","YHR214W-A","S000003535",NA,NA,NA,"Dubious open reading frame; induced by zinc deficiency; YHR214W-A has a paralog, YAR068W, that arose from a segmental duplication"
"YDL062W","chr2_614024","chr4_339857",0.387873445598762,615,"YBR196C-A","YDL062W","S000002220",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps uncharacterized ORF YDL063C; YDL062W is not essential"
"YBR072W","chr2_382030","chr2_614024",0.387415434068078,1948,"YBR072W","YBR196C-A","S000000276","852364","HSP26","YBR072W","Small heat shock protein (sHSP) with chaperone activity; forms hollow, sphere-shaped oligomers that suppress unfolded proteins aggregation; long-lived protein that is preferentially retained in mother cells and forms cytoplasmic foci; oligomer activation requires heat-induced conformational change; also has mRNA binding activity"
"YNL143C","chr2_614024","chr14_356794",0.386571184938255,1731,"YBR196C-A","YNL143C","S000005087","855579",NA,"YNL143C","Protein of unknown function; expressed at both mRNA and protein levels"
"YBL113W-A","chr2_646","chr2_614024",0.385656244222517,802,"YBL113W-A","YBR196C-A","S000028599",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"
"YGR160W","chr2_614024","chr7_807073",0.38553963785228,1061,"YBR196C-A","YGR160W","S000003392",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YDL148C","chr2_614024","chr4_188154",0.385441788207352,1985,"YBR196C-A","YDL148C","S000002307","851407","NOP14","YDL148C","Nucleolar protein; forms a complex with Noc4p that mediates maturation and nuclear export of 40S ribosomal subunits; also present in the small subunit processome complex, which is required for processing of pre-18S rRNA"
"YKL065W-A","chr2_614024","chr11_315951",0.385367083056377,1720,"YBR196C-A","YKL065W-A","S000113563","3799975",NA,"YKL065W-A","Putative protein of unknown function; SWAT-GFP fusion protein localizes to the endoplasmic reticulum (ER) while mCherry fusion localizes to both the ER and vacuole"
"YKR073C","chr2_614024","chr11_578187",0.38524785625651,1296,"YBR196C-A","YKR073C","S000001781","853947",NA,NA,"Putative protein of unknown function; conserved across S. cerevisiae strains"
"YDR024W","chr2_614024","chr4_491017",0.384353872793749,980,"YBR196C-A","YDR024W","S000002431",NA,"FYV1",NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; mutation decreases survival upon exposure to K1 killer toxin"
"YOR287C","chr2_614024","chr15_850937",0.384320470676799,1966,"YBR196C-A","YOR287C","S000005813","854461","RRP36","YOR287C","Component of 90S preribosomes; involved in early cleavages of the 35S pre-rRNA and in production of the 40S ribosomal subunit"
"YBR117C","chr2_474392","chr2_614024",0.383290413891629,1919,"YBR117C","YBR196C-A","S000000321","852414","TKL2","YBR117C","Transketolase; catalyzes conversion of xylulose-5-phosphate and ribose-5-phosphate to sedoheptulose-7-phosphate and glyceraldehyde-3-phosphate in the pentose phosphate pathway; needed for synthesis of aromatic amino acids; TKL2 has a paralog, TKL1, that arose from the whole genome duplication"
"YEL035C","chr2_614024","chr5_85045",0.382924669686259,1183,"YBR196C-A","YEL035C","S000000761","856676","UTR5","YEL035C","Protein of unknown function; transcription may be regulated by Gcr1p; essential for growth under standard (aerobic) conditions but not under anaerobic conditions"
"YJR128W","chr2_614024","chr10_662921",0.38214821725523,795,"YBR196C-A","YJR128W","S000003889","853591",NA,NA,"Putative protein of unknown function; conserved among S. cerevisiae strains; partially overlaps the verified ORF RSF2"
"YNL338W","chr2_614024","chr14_6561",0.382076695797397,267,"YBR196C-A","YNL338W","S000005282",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps TEL14L-XC, which is a telomeric X element core sequence on the left arm of chromosome XIV"
"YKL153W","chr2_614024","chr11_163600",0.382046735719761,1838,"YBR196C-A","YKL153W","S000001636",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; transcription of both YLK153W and the overlapping essential gene GPM1 is reduced in the gcr1 null mutant"
"YKL172W","chr2_614024","chr11_125759",0.381233495446656,1986,"YBR196C-A","YKL172W","S000001655","853682","EBP2","YKL172W","Required for 25S rRNA maturation and 60S ribosomal subunit assembly; localizes to the nucleolus and in foci along nuclear periphery; constituent of 66S pre-ribosomal particles; cooperates with Rrs1p and Mps3p to mediate telomere clustering by binding Sir4p, but is not involved in telomere tethering"
"YNL284C-A","chr2_614024","chr14_100910",0.380827398743792,1868,"YBR196C-A","YNL284C-A","S000007386","855434",NA,NA,"Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag"
"YFL026W","chr2_614024","chr6_82580",0.38072522416559,1981,"YBR196C-A","YFL026W","S000001868","850518","STE2","YFL026W","Receptor for alpha-factor pheromone; seven transmembrane-domain GPCR that interacts with both pheromone and a heterotrimeric G protein to initiate the signaling response that leads to mating between haploid a and alpha cells"
"YGR043C","chr2_614024","chr7_580435",0.380508021057731,1910,"YBR196C-A","YGR043C","S000003275","852934","NQM1","YGR043C","Transaldolase of unknown function; transcription is repressed by Mot1p and induced by alpha-factor and during diauxic shift; NQM1 has a paralog, TAL1, that arose from the whole genome duplication"
"YDR365C","chr2_614024","chr4_1204497",0.380432475748976,1986,"YBR196C-A","YDR365C","S000002773","851969","ESF1","YDR365C","Nucleolar protein involved in pre-rRNA processing; depletion causes severely decreased 18S rRNA levels"
"YGR025W","chr2_614024","chr7_532639",0.378742282747375,1320,"YBR196C-A","YGR025W","S000003257","852909",NA,NA,"Putative protein of unknown function; conserved across S. cerevisiae strains"
"YCL037C","chr2_614024","chr3_57374",0.37856253904374,1948,"YBR196C-A","YCL037C","S000000542","850320","SRO9","YCL037C","Cytoplasmic RNA-binding protein; shuttles between nucleus and cytoplasm and is exported from the nucleus in an mRNA export-dependent manner; associates with translating ribosomes; involved in heme regulation of Hap1p as a component of the HMC complex, also involved in the organization of actin filaments; contains a La motif; SRO9 has a paralog, SLF1, that arose from the whole genome duplication"
"YDL227C","chr2_614024","chr4_46271",0.37856253904374,1745,"YBR196C-A","YDL227C","S000002386","851371","HO","YDL227C","Site-specific endonuclease; required for gene conversion at the MAT locus (homothallic switching) through the generation of a ds DNA break; expression restricted to mother cells in late G1 as controlled by Swi4p-Swi6p, Swi5p, and Ash1p"
"YIL149C","chr2_614024","chr9_63028",0.378474798327224,1986,"YBR196C-A","YIL149C","S000001411","854657","MLP2","YIL149C","Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved in the Tel1p pathway that controls telomere length; MLP2 has a paralog, MLP1, that arose from the whole genome duplication"
"YKR092C","chr2_614024","chr11_612665",0.376953090845993,1986,"YBR196C-A","YKR092C","S000001800","853967","SRP40","YKR092C","Nucleolar serine-rich protein; role in preribosome assembly or transport; may function as a chaperone of small nucleolar ribonucleoprotein particles (snoRNPs); immunologically and structurally to rat Nopp140"
"YKR106W","chr2_614024","chr11_661442",0.376913104776246,1539,"YBR196C-A","YKR106W","S000001814","853981","GEX2","YKR106W","Proton:glutathione antiporter; localized to the vacuolar and plasma membranes; expressed at a very low level; potential role in resistance to oxidative stress and modulation of the PKA pathway; GEX2 has a paralog, GEX1, that arose from a segmental duplication"
"YEL034C-A","chr2_614024","chr5_85613",0.376584394100349,1978,"YBR196C-A","YEL034C-A","S000028743",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps HYP2/YEL034W, a verified gene that encodes eiF-5A"
"YGR109W-A","chr2_614024","chr7_707610",0.37580512170534,885,"YBR196C-A","YGR109W-A","S000007346","853005",NA,NA,"Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag"
"YGL029W","chr2_614024","chr7_440063",0.37579487441026,1961,"YBR196C-A","YGL029W","S000002997","852854","CGR1","YGL029W","Protein involved in nucleolar integrity and processing of pre-rRNA; has a role in processing rRNA for the 60S ribosome subunit; transcript is induced in response to cytotoxic stress but not genotoxic stress; relocalizes from nucleus to nucleolus upon DNA replication stress"
"YIL054W","chr2_614024","chr9_254543",0.375397467074507,427,"YBR196C-A","YIL054W","S000001316","854757",NA,"YIL054W","Protein of unknown function; expressed at both mRNA and protein levels"
"YLR124W","chr2_614024","chr12_391600",0.375317450881906,810,"YBR196C-A","YLR124W","S000004114",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YML093W","chr2_614024","chr13_83090",0.375312080788706,1985,"YBR196C-A","YML093W","S000004558","854881","UTP14","YML093W","Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit"
"YOL099C","chr2_614024","chr15_132017",0.374186166127312,670,"YBR196C-A","YOL099C","S000005459",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified gene PKH2/YOL100W; may interact with ribosomes"
"YDR445C","chr2_614024","chr4_1352182",0.374022764208261,760,"YBR196C-A","YDR445C","S000002853",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YIL058W","chr2_614024","chr9_246914",0.373540830660536,1018,"YBR196C-A","YIL058W","S000001320",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YCL007C","chr2_614024","chr3_106974",0.372918818558724,829,"YBR196C-A","YCL007C","S000000513",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps verified ORF YCL005W-A; mutations in YCL007C were thought to confer sensitivity to calcofluor white, but this phenotype was later shown to be due to the defect in YCL005W-A"
"YJR095W","chr2_614024","chr10_609773",0.3722463251549,1690,"YBR196C-A","YJR095W","S000003856","853558","SFC1","YJR095W","Mitochondrial succinate-fumarate transporter; transports succinate into and fumarate out of the mitochondrion; required for ethanol and acetate utilization"
"YMR269W","chr2_614024","chr13_804456",0.372232685660935,1887,"YBR196C-A","YMR269W","S000004882","855311","TMA23","YMR269W","Nucleolar protein implicated in ribosome biogenesis; deletion extends chronological lifespan"
"YBR124W","chr2_486507","chr2_614024",0.372225404867034,602,"YBR124W","YBR196C-A","S000000328",NA,NA,NA,"Putative protein of unknown function"
"YLR406C-A","chr2_614024","chr12_932206",0.372200218661365,442,"YBR196C-A","YLR406C-A","S000028683","1466423",NA,"YLR406C-A","Putative protein of unknown function; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole, while mCherry fusion localizes to just the vacuole"
"YMR317W","chr2_614024","chr13_907364",0.371475738509528,1948,"YBR196C-A","YMR317W","S000004936","855366",NA,"YMR317W","Putative protein of unknown function; has some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene"
"YOL052C-A","chr2_614024","chr15_231570",0.371047629395142,1844,"YBR196C-A","YOL052C-A","S000005413","854104","DDR2","YOL052C-A","Multi-stress response protein; expression is activated by a variety of xenobiotic agents and environmental or physiological stresses; DDR2 has a paralog, HOR7, that arose from the whole genome duplication"
"YGL007W","chr2_614024","chr7_483260",0.370674332605387,835,"YBR196C-A","YGL007W","S000002975","852877","BRP1",NA,"Putative protein of unknown function; conserved among S. cerevisiae strains; located in the upstream region of PMA1; deletion leads to polyamine resistance due to downregulation of PMA1"
"YDL228C","chr2_614024","chr4_45277",0.370303779939411,1248,"YBR196C-A","YDL228C","S000002387",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps the verified gene SSB1"
"YAL037C-B","chr1_72326","chr2_614024",0.370279234221405,1738,"YAL037C-B","YBR196C-A","S000028592",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"
"YMR107W","chr2_614024","chr13_483014",0.368176116285193,1744,"YBR196C-A","YMR107W","S000004713","855134","SPG4","YMR107W","Protein required for high temperature survival during stationary phase; not required for growth on nonfermentable carbon sources"
"YOR024W","chr2_614024","chr15_377847",0.36758172367561,449,"YBR196C-A","YOR024W","S000005550",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YIL134C-A","chr2_614024","chr9_96522",0.367323793946009,756,"YBR196C-A","YIL134C-A","S000028556","1466491",NA,"YIL134C-A","Putative protein of unknown function; identified by fungal homology and RT-PCR"
"YBR174C","chr2_582338","chr2_614024",0.366886873225137,803,"YBR174C","YBR196C-A","S000000378",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF YBR175W; null mutant is viable and sporulation defective"
"YCR013C","chr2_614024","chr3_138402",0.366852399791431,1876,"YBR196C-A","YCR013C","S000000606",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; transcription of both YCR013C and the overlapping essential gene PGK1 is reduced in a gcr1 null mutant"
"YMR118C","chr2_614024","chr13_502144",0.366380369422847,1642,"YBR196C-A","YMR118C","S000004724","855145","SHH3","YMR118C","Putative mitochondrial inner membrane protein of unknown function; although similar to paralogous Sdh3p, Shh3p is not a stoichiometric subunit of either succinate dehydrogenase or of the TIM22 translocase; SHH3 has a paralog, SDH3, that arose from the whole genome duplication"
"YEL020C-B","chr2_614024","chr5_117183",0.365643769491829,493,"YBR196C-A","YEL020C-B","S000028544",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified gene YEL020W-A; identified by fungal homology and RT-PCR"
"YMR174C","chr2_614024","chr13_610159",0.365082753883302,1881,"YBR196C-A","YMR174C","S000004786","855212","PAI3","YMR174C","Cytoplasmic proteinase A (Pep4p) inhibitor; dependent on Pbs2p and Hog1p protein kinases for osmotic induction; intrinsically unstructured, N-terminal half becomes ordered in the active site of proteinase A upon contact"
"YMR322C","chr2_614024","chr13_918366",0.363885263719189,970,"YBR196C-A","YMR322C","S000004941","855372","SNO4","YMR322C","Possible chaperone and cysteine protease; required for transcriptional reprogramming during the diauxic shift and for survival in stationary phase; similar to bacterial Hsp31 and yeast Hsp31p, Hsp32p, and Hsp33p; DJ-1/ThiJ/PfpI superfamily member; predicted involvement in pyridoxine metabolism; induced by mild heat stress and copper deprivation"
"YEL075W-A","chr2_614024","chr5_4870",0.363674208001142,1325,"YBR196C-A","YEL075W-A","S000002956",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YLR232W","chr2_614024","chr12_606830",0.362744443232501,439,"YBR196C-A","YLR232W","S000004222",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene BNA5"
"YLR162W","chr2_614024","chr12_489573",0.362543573889486,1689,"YBR196C-A","YLR162W","S000004152","850859",NA,"YLR162W","Protein of unknown function; overexpression confers resistance to the antimicrobial peptide MiAMP1 and causes growth arrest, apoptosis, and increased sensitivity to cobalt chloride"
"YCL048W-A","chr2_614024","chr3_41488",0.362000722752956,1343,"YBR196C-A","YCL048W-A","S000087203","3799968",NA,"YCL048W-A","Putative protein of unknown function; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; YCL048W-A has a paralog, YDR524C-B, that arose from the whole genome duplication"
"YLR296W","chr2_614024","chr12_722978",0.361744083575263,910,"YBR196C-A","YLR296W","S000004287","851003",NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YKL082C","chr2_614024","chr11_281025",0.360594040676479,1978,"YBR196C-A","YKL082C","S000001565","853780","RRP14","YKL082C","Essential protein, constituent of 66S pre-ribosomal particles; interacts with proteins involved in ribosomal biogenesis and cell polarity; member of the SURF-6 family"
"YBR224W","chr2_614024","chr2_670125",0.360421912504276,1020,"YBR196C-A","YBR224W","S000000428",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene TDP1"
"YGL089C","chr2_614024","chr7_344791",0.360378186939272,1108,"YBR196C-A","YGL089C","S000003057","852791","MF(ALPHA)2","YGL089C","Mating pheromone alpha-factor, made by alpha cells; interacts with mating type a cells to induce cell cycle arrest and other responses leading to mating; also encoded by MF(ALPHA)1, which is more highly expressed; binds copper(II) ions"
"YOR388C","chr2_614024","chr15_1071793",0.360215799139894,1485,"YBR196C-A","YOR388C","S000005915","854570","FDH1","YOR388C","NAD(+)-dependent formate dehydrogenase; may protect cells from exogenous formate"
"YLR154W-C","chr2_614024","chr12_454696",0.358315836380107,1968,"YBR196C-A","YLR154W-C","S000028422","850849","TAR1","YLR154W-C","Protein potentially involved in regulation of respiratory metabolism; located in the mitochondria; interacts genetically with RPO41 and physically with Coq5p; encoded within the 25S rRNA gene on the opposite strand"
"YJR071W","chr2_614024","chr10_570405",0.357961116941012,387,"YBR196C-A","YJR071W","S000003832",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YPR050C","chr2_614024","chr16_664953",0.357381292297617,1117,"YBR196C-A","YPR050C","S000006254",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps verified ORF MAK3/YPR051W"
"YJL064W","chr2_614024","chr10_315175",0.357185286315879,566,"YBR196C-A","YJL064W","S000003600",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified gene YJL065C/DLS1"
"YBR066C","chr2_370037","chr2_614024",0.356918326226655,1984,"YBR066C","YBR196C-A","S000000270","852358","NRG2","YBR066C","Transcriptional repressor; mediates glucose repression and negatively regulates filamentous growth; activated in stochastic pulses of nuclear localization in response to low glucose"
"YHL050W-A","chr2_614024","chr8_811",0.355507763585784,418,"YBR196C-A","YHL050W-A","S000028644",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"
