"","GENENAME","ENTREZID","ENSEMBL","DESCRIPTION","min_peps","min_prob","min_crap_expt","orf_name","status","pma_int"
"830","NUP188","854868","YML103C","Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC organization and nucleocytoplasmic transport; homologous to human NUP188","5","80","11","YML103C","Interaction Data Present","Not A PMA1 Interactor"
"921","PHO81","853148","YGR233C","Cyclin-dependent kinase (CDK) inhibitor; regulates Pho80p-Pho85p and Pcl7p-Pho85p cyclin-CDK complexes in response to phosphate levels; inhibitory activity for Pho80p-Pho85p requires myo-D-inositol heptakisphosphate (IP7) generated by Vip1p; relative distribution to the nucleus increases upon DNA replication stress","5","80","11","YGR233C","Interaction Data Present","Not A PMA1 Interactor"
"970","PRO3","856744","YER023W","Delta 1-pyrroline-5-carboxylate reductase; catalyzes the last step in proline biosynthesis","5","80","11","YER023W","Interaction Data Present","Not A PMA1 Interactor"
"1218","SEY1","854336","YOR165W","Dynamin-like GTPase that mediates homotypic ER fusion; has a role in ER morphology; interacts physically and genetically with Yop1p and Rtn1p; functional ortholog of the human atlastin ATL1, defects in which cause a form of the human disease hereditary spastic paraplegia; homolog of Arabidopsis RHD3","5","80","11","YOR165W","Interaction Data Present","Not A PMA1 Interactor"
"1267","SPF1","856681","YEL031W","P-type ATPase, ion transporter of the ER membrane; required to maintain normal lipid composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1","5","80","11","YEL031W","Interaction Data Present","Not A PMA1 Interactor"
"1298","SSC1","853503","YJR045C","Hsp70 family ATPase; constituent of the import motor component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); involved in protein translocation and folding; subunit of SceI endonuclease; SSC1 has a paralog, ECM10, that arose from the whole genome duplication","5","80","11","YJR045C","Interaction Data Present","Not A PMA1 Interactor"
"1352","TCP1","851798","YDR212W","Alpha subunit of chaperonin-containing T-complex; complex mediates protein folding in the cytosol; involved in actin cytoskeleton maintenance; overexpression in neurons suppresses formation of pathogenic conformations of huntingtin protein","5","80","11","YDR212W","Interaction Data Present","Not A PMA1 Interactor"
"1406","TOM1","852068","YDR457W","E3 ubiquitin ligase of the hect-domain class; has a role in mRNA export from the nucleus and may regulate transcriptional coactivators; involved in degradation of excess histones; interacts with Dia2p and is required for Dia2p degradation; required to target Cdc6p for ubiquitin-mediated destruction during G1 phase","5","80","11","YDR457W","Interaction Data Present","Not A PMA1 Interactor"
"1442","TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs","5","80","11","YDL112W","Interaction Data Present","Not A PMA1 Interactor"
"1494","TUB1","854889","YML085C","Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer, which polymerizes to form microtubules; relative distribution to nuclear foci increases upon DNA replication stress; TUB1 has a paralog, TUB3, that arose from the whole genome duplication","5","80","11","YML085C","Interaction Data Present","Not A PMA1 Interactor"
"1514","TUB2","850506","YFL037W","Beta-tubulin; associates with alpha-tubulin (Tub1p and Tub3p) to form tubulin dimer, which polymerizes to form microtubules; mutation in human ortholog is associated with congenital fibrosis of the extraocular muscles (CFEOM) with polymicrogyria","5","80","11","YFL037W","Interaction Data Present","Not A PMA1 Interactor"
"1539","UFD4","853859","YKL010C","Ubiquitin-protein ligase (E3); interacts with Rpt4p and Rpt6p, two subunits of the 19S particle of the 26S proteasome; cytoplasmic E3 involved in the degradation of ubiquitin fusion proteins; relative distribution to the nucleus increases upon DNA replication stress","5","80","11","YKL010C","Interaction Data Present","Not A PMA1 Interactor"
"1558","URA2","853311","YJL130C","Bifunctional carbamoylphosphate synthetase/aspartate transcarbamylase; catalyzes the first two enzymatic steps in the de novo biosynthesis of pyrimidines; both activities are subject to feedback inhibition by UTP","5","80","11","YJL130C","Interaction Data Present","Not A PMA1 Interactor"
"1590","VMA1","851342","YDL185W","Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner","5","80","11","YDL185W","Interaction Data Present","Not A PMA1 Interactor"
"1615","VMA2","852424","YBR127C","Subunit B of V1 peripheral membrane domain of vacuolar H+-ATPase; electrogenic proton pump found throughout the endomembrane system; contains nucleotide binding sites; also detected in the cytoplasm; protein abundance increases in response to DNA replication stress; human homolog ATP6V1B1, implicated in autosomal-recessive distal renal tubular acidosis (RTA) with sensorineural deafness, complements yeast null mutant","5","80","11","YBR127C","Interaction Data Present","Not A PMA1 Interactor"
"16","ADE5,7","852617","YGL234W","Enzyme of the 'de novo' purine nucleotide biosynthetic pathway; contains aminoimidazole ribotide synthetase and glycinamide ribotide synthetase activities","5","80","13","YGL234W","Interaction Data Present","Not A PMA1 Interactor"
"70","ATP2","853585","YJR121W","Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated","5","80","13","YJR121W","Interaction Data Present","Not A PMA1 Interactor"
"115","BMH2","851676","YDR099W","14-3-3 protein, minor isoform; controls proteome at post-transcriptional level, binds proteins and DNA, involved in regulation of many processes including exocytosis, vesicle transport, Ras/MAPK signaling, and rapamycin-sensitive signaling; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress; abundance relative to Bmh1p increases during sporulation","5","80","13","YDR099W","Interaction Data Present","Not A PMA1 Interactor"
"232","CHC1","852666","YGL206C","Clathrin heavy chain; subunit of the major coat protein involved in intracellular protein transport and endocytosis; the clathrin triskelion is a trimeric molecule composed of three heavy chains that radiate from a vertex and three light chains which bind noncovalently near the vertex of the triskelion; the light chain (CLC1) is thought to regulate function","5","80","13","YGL206C","Interaction Data Present","Not A PMA1 Interactor"
"266","ENO2","856579","YHR174W","Enolase II, a phosphopyruvate hydratase; catalyzes conversion of 2-phosphoglycerate to phosphoenolpyruvate during glycolysis and the reverse reaction during gluconeogenesis; expression induced in response to glucose; ENO2 has a paralog, ENO1, that arose from the whole genome duplication","5","80","13","YHR174W","Interaction Data Present","Not A PMA1 Interactor"
"383","GCN1","852680","YGL195W","Positive regulator of the Gcn2p kinase activity; forms a complex with Gcn20p; proposed to stimulate Gcn2p activation by an uncharged tRNA","5","80","13","YGL195W","Interaction Data Present","Not A PMA1 Interactor"
"420","GEA2","856691","YEL022W","Guanine nucleotide exchange factor for ADP ribosylation factors (ARFs); involved in vesicular transport between the Golgi and ER, Golgi organization, and actin cytoskeleton organization; GEA2 has a paralog, GEA1, that arose from the whole genome duplication","5","80","13","YEL022W","Interaction Data Present","Not A PMA1 Interactor"
"462","GET3","851458","YDL100C","Guanine nucleotide exchange factor for Gpa1p; amplifies G protein signaling; functions as a chaperone under ATP-depleted oxidative stress conditions; subunit of GET complex, involved in ATP dependent Golgi to ER trafficking and insertion of tail-anchored (TA) proteins into ER membrane under non-stress conditions; binds as dimer to transmembrane domain (TMD) cargo, shielding TMDs from aqueous solvent; protein abundance increases under DNA replication stress","5","80","13","YDL100C","Interaction Data Present","Not A PMA1 Interactor"
"565","HSC82","855224","YMR186W","Cytoplasmic chaperone of the Hsp90 family; plays a role in determining prion variants; redundant in function and nearly identical with Hsp82p, and together they are essential; expressed constitutively at 10-fold higher basal levels than HSP82 and induced 2-3 fold by heat shock; contains two acid-rich unstructured regions that promote the solubility of chaperone-substrate complexes; HSC82 has a paralog, HSP82, that arose from the whole genome duplication","5","80","13","YMR186W","Interaction Data Present","Not A PMA1 Interactor"
"776","NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress","5","80","13","YJR072C","Interaction Data Present","Not A PMA1 Interactor"
"810","NUP133","853957","YKR082W","Subunit of Nup84p subcomplex of nuclear pore complex (NPC); contributes to nucleocytoplasmic transport, NPC biogenesis; is involved in establishment of a normal nucleocytoplasmic concentration gradient of GTPase Gsp1p; also plays roles in several processes that may require localization of genes or chromosomes at nuclear periphery, including double-strand break repair, transcription and chromatin silencing; relocalizes to cytosol in response to hypoxia; homolog of human NUP133","5","80","13","YKR082W","Interaction Data Present","Not A PMA1 Interactor"
"834","NUP188","854868","YML103C","Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC organization and nucleocytoplasmic transport; homologous to human NUP188","5","80","13","YML103C","Interaction Data Present","Not A PMA1 Interactor"
"936","PHO81","853148","YGR233C","Cyclin-dependent kinase (CDK) inhibitor; regulates Pho80p-Pho85p and Pcl7p-Pho85p cyclin-CDK complexes in response to phosphate levels; inhibitory activity for Pho80p-Pho85p requires myo-D-inositol heptakisphosphate (IP7) generated by Vip1p; relative distribution to the nucleus increases upon DNA replication stress","5","80","13","YGR233C","Interaction Data Present","Not A PMA1 Interactor"
"986","PRO3","856744","YER023W","Delta 1-pyrroline-5-carboxylate reductase; catalyzes the last step in proline biosynthesis","5","80","13","YER023W","Interaction Data Present","Not A PMA1 Interactor"
"1217","SEY1","854336","YOR165W","Dynamin-like GTPase that mediates homotypic ER fusion; has a role in ER morphology; interacts physically and genetically with Yop1p and Rtn1p; functional ortholog of the human atlastin ATL1, defects in which cause a form of the human disease hereditary spastic paraplegia; homolog of Arabidopsis RHD3","5","80","13","YOR165W","Interaction Data Present","Not A PMA1 Interactor"
"1262","SPF1","856681","YEL031W","P-type ATPase, ion transporter of the ER membrane; required to maintain normal lipid composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1","5","80","13","YEL031W","Interaction Data Present","Not A PMA1 Interactor"
"1293","SSC1","853503","YJR045C","Hsp70 family ATPase; constituent of the import motor component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); involved in protein translocation and folding; subunit of SceI endonuclease; SSC1 has a paralog, ECM10, that arose from the whole genome duplication","5","80","13","YJR045C","Interaction Data Present","Not A PMA1 Interactor"
"1369","TCP1","851798","YDR212W","Alpha subunit of chaperonin-containing T-complex; complex mediates protein folding in the cytosol; involved in actin cytoskeleton maintenance; overexpression in neurons suppresses formation of pathogenic conformations of huntingtin protein","5","80","13","YDR212W","Interaction Data Present","Not A PMA1 Interactor"
"1412","TOM1","852068","YDR457W","E3 ubiquitin ligase of the hect-domain class; has a role in mRNA export from the nucleus and may regulate transcriptional coactivators; involved in degradation of excess histones; interacts with Dia2p and is required for Dia2p degradation; required to target Cdc6p for ubiquitin-mediated destruction during G1 phase","5","80","13","YDR457W","Interaction Data Present","Not A PMA1 Interactor"
"1445","TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs","5","80","13","YDL112W","Interaction Data Present","Not A PMA1 Interactor"
"1486","TUB1","854889","YML085C","Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer, which polymerizes to form microtubules; relative distribution to nuclear foci increases upon DNA replication stress; TUB1 has a paralog, TUB3, that arose from the whole genome duplication","5","80","13","YML085C","Interaction Data Present","Not A PMA1 Interactor"
"1501","TUB2","850506","YFL037W","Beta-tubulin; associates with alpha-tubulin (Tub1p and Tub3p) to form tubulin dimer, which polymerizes to form microtubules; mutation in human ortholog is associated with congenital fibrosis of the extraocular muscles (CFEOM) with polymicrogyria","5","80","13","YFL037W","Interaction Data Present","Not A PMA1 Interactor"
"1534","UFD4","853859","YKL010C","Ubiquitin-protein ligase (E3); interacts with Rpt4p and Rpt6p, two subunits of the 19S particle of the 26S proteasome; cytoplasmic E3 involved in the degradation of ubiquitin fusion proteins; relative distribution to the nucleus increases upon DNA replication stress","5","80","13","YKL010C","Interaction Data Present","Not A PMA1 Interactor"
"1557","URA2","853311","YJL130C","Bifunctional carbamoylphosphate synthetase/aspartate transcarbamylase; catalyzes the first two enzymatic steps in the de novo biosynthesis of pyrimidines; both activities are subject to feedback inhibition by UTP","5","80","13","YJL130C","Interaction Data Present","Not A PMA1 Interactor"
"1592","VMA1","851342","YDL185W","Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner","5","80","13","YDL185W","Interaction Data Present","Not A PMA1 Interactor"
"1613","VMA2","852424","YBR127C","Subunit B of V1 peripheral membrane domain of vacuolar H+-ATPase; electrogenic proton pump found throughout the endomembrane system; contains nucleotide binding sites; also detected in the cytoplasm; protein abundance increases in response to DNA replication stress; human homolog ATP6V1B1, implicated in autosomal-recessive distal renal tubular acidosis (RTA) with sensorineural deafness, complements yeast null mutant","5","80","13","YBR127C","Interaction Data Present","Not A PMA1 Interactor"
"26","ADE5,7","852617","YGL234W","Enzyme of the 'de novo' purine nucleotide biosynthetic pathway; contains aminoimidazole ribotide synthetase and glycinamide ribotide synthetase activities","5","80","15","YGL234W","Interaction Data Present","Not A PMA1 Interactor"
"86","ATP2","853585","YJR121W","Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated","5","80","15","YJR121W","Interaction Data Present","Not A PMA1 Interactor"
"120","BMH2","851676","YDR099W","14-3-3 protein, minor isoform; controls proteome at post-transcriptional level, binds proteins and DNA, involved in regulation of many processes including exocytosis, vesicle transport, Ras/MAPK signaling, and rapamycin-sensitive signaling; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress; abundance relative to Bmh1p increases during sporulation","5","80","15","YDR099W","Interaction Data Present","Not A PMA1 Interactor"
"215","CHC1","852666","YGL206C","Clathrin heavy chain; subunit of the major coat protein involved in intracellular protein transport and endocytosis; the clathrin triskelion is a trimeric molecule composed of three heavy chains that radiate from a vertex and three light chains which bind noncovalently near the vertex of the triskelion; the light chain (CLC1) is thought to regulate function","5","80","15","YGL206C","Interaction Data Present","Not A PMA1 Interactor"
"271","ENO2","856579","YHR174W","Enolase II, a phosphopyruvate hydratase; catalyzes conversion of 2-phosphoglycerate to phosphoenolpyruvate during glycolysis and the reverse reaction during gluconeogenesis; expression induced in response to glucose; ENO2 has a paralog, ENO1, that arose from the whole genome duplication","5","80","15","YHR174W","Interaction Data Present","Not A PMA1 Interactor"
"386","GCN1","852680","YGL195W","Positive regulator of the Gcn2p kinase activity; forms a complex with Gcn20p; proposed to stimulate Gcn2p activation by an uncharged tRNA","5","80","15","YGL195W","Interaction Data Present","Not A PMA1 Interactor"
"411","GEA2","856691","YEL022W","Guanine nucleotide exchange factor for ADP ribosylation factors (ARFs); involved in vesicular transport between the Golgi and ER, Golgi organization, and actin cytoskeleton organization; GEA2 has a paralog, GEA1, that arose from the whole genome duplication","5","80","15","YEL022W","Interaction Data Present","Not A PMA1 Interactor"
"444","GET3","851458","YDL100C","Guanine nucleotide exchange factor for Gpa1p; amplifies G protein signaling; functions as a chaperone under ATP-depleted oxidative stress conditions; subunit of GET complex, involved in ATP dependent Golgi to ER trafficking and insertion of tail-anchored (TA) proteins into ER membrane under non-stress conditions; binds as dimer to transmembrane domain (TMD) cargo, shielding TMDs from aqueous solvent; protein abundance increases under DNA replication stress","5","80","15","YDL100C","Interaction Data Present","Not A PMA1 Interactor"
"563","HSC82","855224","YMR186W","Cytoplasmic chaperone of the Hsp90 family; plays a role in determining prion variants; redundant in function and nearly identical with Hsp82p, and together they are essential; expressed constitutively at 10-fold higher basal levels than HSP82 and induced 2-3 fold by heat shock; contains two acid-rich unstructured regions that promote the solubility of chaperone-substrate complexes; HSC82 has a paralog, HSP82, that arose from the whole genome duplication","5","80","15","YMR186W","Interaction Data Present","Not A PMA1 Interactor"
"765","NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress","5","80","15","YJR072C","Interaction Data Present","Not A PMA1 Interactor"
"798","NUP133","853957","YKR082W","Subunit of Nup84p subcomplex of nuclear pore complex (NPC); contributes to nucleocytoplasmic transport, NPC biogenesis; is involved in establishment of a normal nucleocytoplasmic concentration gradient of GTPase Gsp1p; also plays roles in several processes that may require localization of genes or chromosomes at nuclear periphery, including double-strand break repair, transcription and chromatin silencing; relocalizes to cytosol in response to hypoxia; homolog of human NUP133","5","80","15","YKR082W","Interaction Data Present","Not A PMA1 Interactor"
"825","NUP188","854868","YML103C","Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC organization and nucleocytoplasmic transport; homologous to human NUP188","5","80","15","YML103C","Interaction Data Present","Not A PMA1 Interactor"
"948","PHO81","853148","YGR233C","Cyclin-dependent kinase (CDK) inhibitor; regulates Pho80p-Pho85p and Pcl7p-Pho85p cyclin-CDK complexes in response to phosphate levels; inhibitory activity for Pho80p-Pho85p requires myo-D-inositol heptakisphosphate (IP7) generated by Vip1p; relative distribution to the nucleus increases upon DNA replication stress","5","80","15","YGR233C","Interaction Data Present","Not A PMA1 Interactor"
"981","PRO3","856744","YER023W","Delta 1-pyrroline-5-carboxylate reductase; catalyzes the last step in proline biosynthesis","5","80","15","YER023W","Interaction Data Present","Not A PMA1 Interactor"
"1245","SEY1","854336","YOR165W","Dynamin-like GTPase that mediates homotypic ER fusion; has a role in ER morphology; interacts physically and genetically with Yop1p and Rtn1p; functional ortholog of the human atlastin ATL1, defects in which cause a form of the human disease hereditary spastic paraplegia; homolog of Arabidopsis RHD3","5","80","15","YOR165W","Interaction Data Present","Not A PMA1 Interactor"
"1272","SPF1","856681","YEL031W","P-type ATPase, ion transporter of the ER membrane; required to maintain normal lipid composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1","5","80","15","YEL031W","Interaction Data Present","Not A PMA1 Interactor"
"1292","SSC1","853503","YJR045C","Hsp70 family ATPase; constituent of the import motor component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); involved in protein translocation and folding; subunit of SceI endonuclease; SSC1 has a paralog, ECM10, that arose from the whole genome duplication","5","80","15","YJR045C","Interaction Data Present","Not A PMA1 Interactor"
"1363","TCP1","851798","YDR212W","Alpha subunit of chaperonin-containing T-complex; complex mediates protein folding in the cytosol; involved in actin cytoskeleton maintenance; overexpression in neurons suppresses formation of pathogenic conformations of huntingtin protein","5","80","15","YDR212W","Interaction Data Present","Not A PMA1 Interactor"
"1378","TIF1","853933","YJL138C","Translation initiation factor eIF4A; DEA(D/H)-box RNA helicase that couples ATPase activity to RNA binding and unwinding; forms a dumbbell structure of two compact domains connected by a linker; interacts with eIF4G; protein abundance increases in response to DNA replication stress; TIF1 has a paralog, TIF2, that arose from the whole genome duplication","5","80","15","YJL138C","Interaction Data Present","Not A PMA1 Interactor"
"1382","TIF1","853933","YKR059W","Translation initiation factor eIF4A; DEA(D/H)-box RNA helicase that couples ATPase activity to RNA binding and unwinding; forms a dumbbell structure of two compact domains connected by a linker; interacts with eIF4G; protein abundance increases in response to DNA replication stress; TIF1 has a paralog, TIF2, that arose from the whole genome duplication","5","80","15","YKR059W","Interaction Data Present","Not A PMA1 Interactor"
"1413","TOM1","852068","YDR457W","E3 ubiquitin ligase of the hect-domain class; has a role in mRNA export from the nucleus and may regulate transcriptional coactivators; involved in degradation of excess histones; interacts with Dia2p and is required for Dia2p degradation; required to target Cdc6p for ubiquitin-mediated destruction during G1 phase","5","80","15","YDR457W","Interaction Data Present","Not A PMA1 Interactor"
"1461","TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs","5","80","15","YDL112W","Interaction Data Present","Not A PMA1 Interactor"
"1491","TUB1","854889","YML085C","Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer, which polymerizes to form microtubules; relative distribution to nuclear foci increases upon DNA replication stress; TUB1 has a paralog, TUB3, that arose from the whole genome duplication","5","80","15","YML085C","Interaction Data Present","Not A PMA1 Interactor"
"1511","TUB2","850506","YFL037W","Beta-tubulin; associates with alpha-tubulin (Tub1p and Tub3p) to form tubulin dimer, which polymerizes to form microtubules; mutation in human ortholog is associated with congenital fibrosis of the extraocular muscles (CFEOM) with polymicrogyria","5","80","15","YFL037W","Interaction Data Present","Not A PMA1 Interactor"
"1537","UFD4","853859","YKL010C","Ubiquitin-protein ligase (E3); interacts with Rpt4p and Rpt6p, two subunits of the 19S particle of the 26S proteasome; cytoplasmic E3 involved in the degradation of ubiquitin fusion proteins; relative distribution to the nucleus increases upon DNA replication stress","5","80","15","YKL010C","Interaction Data Present","Not A PMA1 Interactor"
"1555","URA2","853311","YJL130C","Bifunctional carbamoylphosphate synthetase/aspartate transcarbamylase; catalyzes the first two enzymatic steps in the de novo biosynthesis of pyrimidines; both activities are subject to feedback inhibition by UTP","5","80","15","YJL130C","Interaction Data Present","Not A PMA1 Interactor"
"1596","VMA1","851342","YDL185W","Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner","5","80","15","YDL185W","Interaction Data Present","Not A PMA1 Interactor"
"1607","VMA2","852424","YBR127C","Subunit B of V1 peripheral membrane domain of vacuolar H+-ATPase; electrogenic proton pump found throughout the endomembrane system; contains nucleotide binding sites; also detected in the cytoplasm; protein abundance increases in response to DNA replication stress; human homolog ATP6V1B1, implicated in autosomal-recessive distal renal tubular acidosis (RTA) with sensorineural deafness, complements yeast null mutant","5","80","15","YBR127C","Interaction Data Present","Not A PMA1 Interactor"
"829","NUP188","854868","YML103C","Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC organization and nucleocytoplasmic transport; homologous to human NUP188","5","90","1","YML103C","Interaction Data Present","Not A PMA1 Interactor"
"933","PHO81","853148","YGR233C","Cyclin-dependent kinase (CDK) inhibitor; regulates Pho80p-Pho85p and Pcl7p-Pho85p cyclin-CDK complexes in response to phosphate levels; inhibitory activity for Pho80p-Pho85p requires myo-D-inositol heptakisphosphate (IP7) generated by Vip1p; relative distribution to the nucleus increases upon DNA replication stress","5","90","1","YGR233C","Interaction Data Present","Not A PMA1 Interactor"
"1224","SEY1","854336","YOR165W","Dynamin-like GTPase that mediates homotypic ER fusion; has a role in ER morphology; interacts physically and genetically with Yop1p and Rtn1p; functional ortholog of the human atlastin ATL1, defects in which cause a form of the human disease hereditary spastic paraplegia; homolog of Arabidopsis RHD3","5","90","1","YOR165W","Interaction Data Present","Not A PMA1 Interactor"
"1248","SPF1","856681","YEL031W","P-type ATPase, ion transporter of the ER membrane; required to maintain normal lipid composition of intracellular compartments and proper targeting of mitochondrial outer membrane tail-anchored proteins; involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1","5","90","1","YEL031W","Interaction Data Present","Not A PMA1 Interactor"
"1391","TOM1","852068","YDR457W","E3 ubiquitin ligase of the hect-domain class; has a role in mRNA export from the nucleus and may regulate transcriptional coactivators; involved in degradation of excess histones; interacts with Dia2p and is required for Dia2p degradation; required to target Cdc6p for ubiquitin-mediated destruction during G1 phase","5","90","1","YDR457W","Interaction Data Present","Not A PMA1 Interactor"
"1431","TRM3","851446","YDL112W","2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs","5","90","1","YDL112W","Interaction Data Present","Not A PMA1 Interactor"
"1545","UFD4","853859","YKL010C","Ubiquitin-protein ligase (E3); interacts with Rpt4p and Rpt6p, two subunits of the 19S particle of the 26S proteasome; cytoplasmic E3 involved in the degradation of ubiquitin fusion proteins; relative distribution to the nucleus increases upon DNA replication stress","5","90","1","YKL010C","Interaction Data Present","Not A PMA1 Interactor"
"416","GEA2","856691","YEL022W","Guanine nucleotide exchange factor for ADP ribosylation factors (ARFs); involved in vesicular transport between the Golgi and ER, Golgi organization, and actin cytoskeleton organization; GEA2 has a paralog, GEA1, that arose from the whole genome duplication","5","90","3","YEL022W","Interaction Data Present","Not A PMA1 Interactor"
"452","GET3","851458","YDL100C","Guanine nucleotide exchange factor for Gpa1p; amplifies G protein signaling; functions as a chaperone under ATP-depleted oxidative stress conditions; subunit of GET complex, involved in ATP dependent Golgi to ER trafficking and insertion of tail-anchored (TA) proteins into ER membrane under non-stress conditions; binds as dimer to transmembrane domain (TMD) cargo, shielding TMDs from aqueous solvent; protein abundance increases under DNA replication stress","5","90","3","YDL100C","Interaction Data Present","Not A PMA1 Interactor"
"777","NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress","5","90","3","YJR072C","Interaction Data Present","Not A PMA1 Interactor"
"813","NUP133","853957","YKR082W","Subunit of Nup84p subcomplex of nuclear pore complex (NPC); contributes to nucleocytoplasmic transport, NPC biogenesis; is involved in establishment of a normal nucleocytoplasmic concentration gradient of GTPase Gsp1p; also plays roles in several processes that may require localization of genes or chromosomes at nuclear periphery, including double-strand break repair, transcription and chromatin silencing; relocalizes to cytosol in response to hypoxia; homolog of human NUP133","5","90","3","YKR082W","Interaction Data Present","Not A PMA1 Interactor"
"845","NUP188","854868","YML103C","Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC organization and nucleocytoplasmic transport; homologous to human NUP188","5","90","3","YML103C","Interaction Data Present","Not A PMA1 Interactor"
"938","PHO81","853148","YGR233C","Cyclin-dependent kinase (CDK) inhibitor; regulates Pho80p-Pho85p and Pcl7p-Pho85p cyclin-CDK complexes in response to phosphate levels; inhibitory activity for Pho80p-Pho85p requires myo-D-inositol heptakisphosphate (IP7) generated by Vip1p; relative distribution to the nucleus increases upon DNA replication stress","5","90","3","YGR233C","Interaction Data Present","Not A PMA1 Interactor"
"987","PRO3","856744","YER023W","Delta 1-pyrroline-5-carboxylate reductase; catalyzes the last step in proline biosynthesis","5","90","3","YER023W","Interaction Data Present","Not A PMA1 Interactor"
"1239","SEY1","854336","YOR165W","Dynamin-like GTPase that mediates homotypic ER fusion; has a role in ER morphology; interacts physically and genetically with Yop1p and Rtn1p; functional ortholog of the human atlastin ATL1, defects in which cause a form of the human disease hereditary spastic paraplegia; homolog of Arabidopsis RHD3","5","90","3","YOR165W","Interaction Data Present","Not A PMA1 Interactor"
